interview__key,sdd_hhid,plot_id,plotname,hh_b1b01,hh_b1b02,hh_b1b03,hh_b1b04,hh_b1b05,hh_b1b06,hh_b1b07,hh_b1b08,hh_b1b09,hh_b1b10,hh_b1b11,hh_b1b12,hh_b1b13,hh_b1b16,hh_b1b17,hh_b1b18,hh_b1b19,hh_b1b20,hh_b1b21,hh_b1b22
21-41-45-56,0652-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
21-41-45-56,0652-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY GOVERNMENT,FREEHOLD,AGRICULTURAL,YES,
21-44-88-45,0244-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,NO,
21-51-87-14,0301-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
21-51-87-14,0301-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
21-51-87-14,0301-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
21-74-91-31,0553-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
21-87-07-74,0137-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
21-87-07-74,0137-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
21-87-07-74,0137-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
21-87-07-74,0137-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,RESIDENTIAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
21-95-94-12,0201-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),OTHER (SPECIFY),RESIDENTIAL,NO,
22-00-58-38,0199-001-002,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),CUSTOMARY,RESIDENTIAL,NO,
22-03-81-98,0463-001-008,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),CUSTOMARY,RESIDENTIAL,NO,
22-14-33-47,0816-005-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
22-19-05-49,0313-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
22-19-05-49,0313-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
22-19-05-49,0313-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
22-19-05-49,0313-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
22-19-42-39,0188-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,AGRICULTURAL,YES,
22-28-71-98,0675-001-004,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
22-33-98-93,0610-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
22-33-98-93,0610-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
22-33-98-93,0610-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
22-33-98-93,0610-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,CULTIVATED,,,,**CONFIDENTIAL**,,,,,,
22-33-98-93,0610-001-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,NO,"OTHER, SPECIFY"
22-35-45-21,0551-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,OTHER (SPECIFY),RESIDENTIAL,NO,
22-35-45-21,0551-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,BORROWED FOR FREE,COOPERATIVES,OTHER(SPECIFY),YES,
22-43-84-51,0044-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, SHORT-TERM (< 3 YEARS)",,RESIDENTIAL,NO,
22-45-37-86,0146-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),FREEHOLD,RESIDENTIAL,NO,
22-53-70-08,0820-001-002,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,STATE,RESIDENTIAL,NO,
22-59-93-72,0276-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),FREEHOLD,RESIDENTIAL,NO,
22-62-73-26,0110-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,STOPPED RENTING/SHARECROPPING,,,**CONFIDENTIAL**,,,,,,
22-62-73-26,0110-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, SHORT-TERM (< 3 YEARS)",,RESIDENTIAL,NO,
22-96-87-35,0643-001-004,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,YES,
22-99-30-42,0159-001-003,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, LONG-TERM.",LEASEHOLD,RESIDENTIAL,NO,
22-99-30-42,0159-001-003,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,PURCHASED,CUSTOMARY,OTHER(SPECIFY),NO,
23-05-27-92,0279-006-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
23-05-27-92,0279-006-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
23-05-27-92,0279-006-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-05-27-92,0279-006-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,STOPPED RENTING/SHARECROPPING,,,**CONFIDENTIAL**,,,,,,
23-05-27-92,0279-006-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,NO,
23-05-27-92,0279-006-001,6,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
23-06-93-51,0689-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,FREEHOLD,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-06-93-51,0689-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-06-93-51,0689-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
23-09-64-22,0725-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
23-09-64-22,0725-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-15-28-86,0715-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,OTHER (SPECIFY),RESIDENTIAL,NO,
23-44-89-46,0714-001-002,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
23-48-39-75,0404-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-48-39-75,0404-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-48-39-75,0404-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-48-39-75,0404-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
23-48-92-58,0829-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
23-49-04-65,0633-001-002,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
23-49-04-65,0633-001-002,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-49-04-65,0633-001-002,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,SOLD IT,250000,,**CONFIDENTIAL**,,,,,,
23-49-04-65,0633-001-002,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
23-49-04-65,0633-001-002,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
23-51-18-38,0593-002-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,GIVEN AWAY,,0,**CONFIDENTIAL**,,,,,,
23-51-18-38,0593-002-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,YES,
23-51-18-38,0593-002-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,BORROWED FOR FREE,FREEHOLD,AGRICULTURAL,YES,
23-86-10-09,0134-006-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, SHORT-TERM (< 3 YEARS)",,RESIDENTIAL,NO,
23-99-80-91,0632-003-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,STOPPED RENTING/SHARECROPPING,,,**CONFIDENTIAL**,,,,,,
23-99-80-91,0632-003-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,STOPPED RENTING/SHARECROPPING,,,**CONFIDENTIAL**,,,,,,
23-99-80-91,0632-003-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),OTHER (SPECIFY),RESIDENTIAL,NO,
24-04-32-53,0490-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-04-32-53,0490-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,,,,,**CONFIDENTIAL**,,,,,,
24-04-32-53,0490-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-04-32-53,0490-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-16-61-78,0816-004-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,BORROWED FOR FREE,FREEHOLD,RESIDENTIAL,NO,
24-38-82-18,0153-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
24-39-40-17,0329-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,MOVED IN WITHOUT PERMISSION,,,,
24-39-40-17,0329-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,CUSTOMARY,RESIDENTIAL,YES,
24-45-26-49,0498-004-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,ALLOCATED BY FAMILY MEMBER,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-49-64-10,0847-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
24-73-10-13,0175-008-003,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,"RENTED IN, SHORT-TERM (< 3 YEARS)",,RESIDENTIAL,NO,
24-75-61-52,0047-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-75-61-52,0047-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-83-68-12,0566-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,STOPPED RENTING/SHARECROPPING,,,**CONFIDENTIAL**,,,,,,
24-83-68-12,0566-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,SOLD IT,300000,,**CONFIDENTIAL**,,,,,,
24-83-68-12,0566-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,PURCHASED,OTHER (SPECIFY),AGRICULTURAL,YES,CULTIVATED
24-83-68-12,0566-001-001,4,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),FREEHOLD,RESIDENTIAL,NO,"OTHER, SPECIFY"
24-89-62-63,0515-003-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-89-62-63,0515-003-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,"RENTED IN, LONG-TERM",LEASEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-90-97-55,0495-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-90-97-55,0495-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-96-35-07,0081-004-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,OTHER(SPECIFY),NO,,,,,**CONFIDENTIAL**,,,,,,
24-96-35-07,0081-004-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
24-96-35-07,0081-004-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
25-01-61-44,0099-001-006,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,NO,
25-01-61-44,0099-001-006,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
25-15-56-96,0637-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-15-56-96,0637-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,ALLOCATED BY FAMILY MEMBER,FREEHOLD,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-15-56-96,0637-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,TAKEN,,0,**CONFIDENTIAL**,,,,,,
25-16-84-50,0787-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,PURCHASED,OTHER (SPECIFY),AGRICULTURAL,YES,CULTIVATED
25-16-84-50,0787-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,OTHER (SPECIFY),STATE,RESIDENTIAL,NO,"OTHER, SPECIFY"
25-22-14-90,0739-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-22-14-90,0739-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-22-14-90,0739-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
25-22-14-90,0739-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,FREEHOLD,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-23-86-61,0483-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-23-86-61,0483-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-23-86-61,0483-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,RESIDENTIAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-23-86-61,0483-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-23-86-61,0483-001-001,5,**CONFIDENTIAL**,M5,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,INHERITED BY THE DEATH OF A FAMILY MEMBER,CUSTOMARY,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-45-09-68,0379-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
25-47-63-62,0627-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,RESIDENTIAL,NO,
25-52-41-32,0545-006-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,
25-56-28-11,0602-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,PURCHASED,FREEHOLD,AGRICULTURAL,NO,,,,,**CONFIDENTIAL**,,,,,,
25-56-28-11,0602-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,NO,ALLOCATED BY FAMILY MEMBER,FREEHOLD,AGRICULTURAL,YES,,,,,**CONFIDENTIAL**,,,,,,
25-56-28-11,0602-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,,,**CONFIDENTIAL**,YES,PURCHASED,FREEHOLD,AGRICULTURAL,YES,
