UPI,y1_hhid,indidy1,y2_hhid,indidy2,y3_hhid,indidy3,y4_hhid,indidy4,sdd_hhid,sdd_indid
9970,09050123250038,2,0905012325003802,2,1748-001,2,,,,
9971,09050123250038,3,,,1748-001,3,,,,
9972,09050123250020,1,0905012325002001,1,1747-001,1,,,,
9973,09050123250020,2,,,,,,,,
9974,09050123250020,3,0905012325002001,2,1747-001,2,,,,
9975,09050123250020,4,,,,,,,,
9976,09050123250012,1,0905012325001201,1,1746-001,1,,,,
9977,09050123250012,2,0905012325001201,2,1746-001,2,,,,
9978,09050123250012,3,,,,,,,,
9979,09050123250002,1,0905012325000201,1,1745-001,1,,,,
9980,09050123250002,2,0905012325000201,2,1745-001,2,,,,
9981,09050123250002,3,0905012325000201,3,1745-001,3,,,,
9982,09050123250002,4,0905012325000201,4,1745-001,4,,,,
9983,09050120030483,1,0905012003048301,1,1743-001,1,,,,
9984,09050120030483,2,0905012003048301,2,1743-001,2,,,,
9985,09050120030483,3,0905012003048303,2,1744-002,1,,,,
9986,09050120030483,4,0905012003048301,3,1743-001,3,,,,
9987,09050120030483,5,0905012003048301,4,1743-001,4,,,,
9988,09050120030483,6,0905012003048301,5,1743-001,5,,,,
9989,09050120030483,7,0905012003048303,3,1744-002,2,,,,
9990,09050120030419,1,0905012003041901,2,1741-001,2,,,,
9991,09050120030419,2,0905012003041901,1,1741-001,1,,,,
9992,09050120030419,3,0905012003041901,3,,,,,,
9993,09050120030419,4,0905012003041901,4,1741-001,3,,,,
9994,09050120030419,5,,,,,,,,
9995,09050120030419,6,0905012003041906,1,,,,,,
9996,09050120030317,1,0905012003031701,1,1740-001,1,,,,
9997,09050120030193,1,0905012003019301,2,1739-001,2,,,,
9998,09050120030193,2,0905012003019301,1,1739-001,1,,,,
9999,09050120030193,3,0905012003019301,3,1739-001,3,,,,
10000,09050120030193,4,0905012003019301,4,1739-001,4,,,,
10001,09050120030124,1,0905012003012401,1,1738-001,3,,,,
10002,09050120030124,2,,,,,,,,
10003,09050120030124,3,,,,,,,,
10004,09050120030115,1,0905012003011501,1,1737-001,1,,,,
10005,09050120030112,1,0905012003011201,1,1736-001,1,,,,
10006,09050120030112,2,0905012003011201,2,1736-001,2,,,,
10007,09050120030112,3,,,,,,,,
10008,09050120030044,1,0905012003004401,1,1735-001,1,,,,
10009,09050030010503,1,0905003001050301,1,1734-001,1,,,,
10010,09050030010459,1,0905003001045901,1,1733-001,1,,,,
10011,09050030010459,2,0905003001045901,2,1733-001,2,,,,
10012,09050030010459,3,0905003001045901,3,1733-001,3,,,,
10013,09050030010459,4,,,,,,,,
10014,09050030010459,5,0905003001045901,4,1733-001,4,,,,
10015,09050030010429,1,0905003001042901,1,1730-001,1,,,,
10016,09050030010429,2,0905003001042902,1,1731-001,1,,,,
10017,09050030010429,3,0905003001042902,2,1731-001,2,,,,
10018,09050030010429,4,0905003001042904,5,,,,,,
10019,09050030010340,1,0905003001034001,1,1729-001,1,,,,
10020,09050030010263,1,0905003001026301,1,1727-001,1,,,,
10021,09050030010263,2,0905003001026301,2,1727-001,2,,,,
10022,09050030010263,3,0905003001026301,3,1727-001,3,,,,
10023,09050030010263,4,0905003001026301,4,1727-001,4,,,,
10024,09050030010263,5,0905003001026301,5,1727-001,5,,,,
10025,09050030010263,6,0905003001026306,1,1728-001,2,,,,
10026,09050030010263,7,,,,,,,,
10027,09050030010222,1,0905003001022201,1,1725-001,1,,,,
10028,09050030010222,2,0905003001022201,2,1725-001,2,,,,
10029,09050030010222,3,0905003001022201,3,1725-001,3,,,,
10030,09050030010222,4,,,,,,,,
10031,09050030010222,5,0905003001022205,2,1726-001,2,,,,
10032,09050030010196,1,0905003001019601,1,1724-001,1,,,,
10033,09050030010196,2,0905003001019601,2,1724-002,2,,,,
10034,09050030010196,3,0905003001019601,3,1724-003,2,,,,
10035,09050030010196,4,0905003001019601,5,1724-001,3,,,,
10036,09050030010196,5,0905003001019601,4,,,,,,
10037,09050030010196,6,0905003001019601,6,1724-001,4,,,,
10038,09050030010196,7,0905003001019601,7,1724-001,5,,,,
10039,09050030010115,1,0905003001011501,1,1723-001,1,,,,
10040,09050030010115,2,0905003001011501,2,1723-001,2,,,,
10041,09050030010115,3,0905003001011501,3,1723-001,3,,,,
10042,09050020260091,1,,,,,,,,
10043,09050020260086,1,0905002026008601,1,1722-001,1,,,,
10044,09050020260086,2,0905002026008601,2,1722-001,2,,,,
10045,09050020260086,3,0905002026008601,3,1722-001,3,,,,
10046,09050020260086,4,0905002026008601,4,1722-001,4,,,,
10047,09050020260086,5,0905002026008601,5,1722-001,5,,,,
10048,09050020260067,1,,,,,,,,
10049,09050020260067,2,,,,,,,,
10050,09050020260067,3,,,,,,,,
10051,09050020260067,4,,,,,,,,
10052,09050020260065,1,0905002026006501,1,1720-001,1,,,,
10053,09050020260065,2,0905002026006501,2,1720-001,2,,,,
10054,09050020260065,3,0905002026006503,1,1721-001,2,,,,
10055,09050020260065,4,0905002026006503,2,1721-001,5,,,,
10056,09050020260054,1,,,,,,,,
10057,09050020260054,2,,,,,,,,
10058,09050020260050,1,0905002026005001,1,,,,,,
10059,09050020260050,2,0905002026005001,2,1719-002,1,,,,
10060,09050020260050,3,0905002026005001,3,1719-002,2,,,,
10061,09050020260050,4,0905002026005001,4,1719-002,3,,,,
10062,09050020260050,5,0905002026005001,5,1719-002,4,,,,
10063,09050020260050,6,,,1719-002,5,,,,
10064,09050020260047,1,0905002026004701,1,1718-001,1,,,,
10065,09050020260047,2,0905002026004701,2,1718-001,2,,,,
10066,09050020260047,3,0905002026004701,3,1718-001,3,,,,
10067,09050020260047,4,0905002026004701,4,1718-001,4,,,,
10068,09050020260006,1,0905002026000601,1,1717-001,1,,,,
10069,09050020260006,2,,,1717-102,2,,,,
10070,09050020260006,3,,,1717-001,3,,,,
10071,09050020260006,4,,,1717-001,4,,,,
10072,09050010040113,1,0905001004011301,1,1716-001,1,,,,
10073,09050010040113,2,0905001004011301,2,1716-001,2,,,,
10074,09050010040113,3,0905001004011301,3,1716-001,3,,,,
10075,09050010040113,4,0905001004011301,4,1716-004,2,,,,
10076,09050010040113,5,0905001004011301,5,1716-001,4,,,,
10077,09050010040113,6,0905001004011301,6,1716-001,5,,,,
10078,09050010040080,1,0905001004008001,1,1715-001,1,,,,
10079,09050010040080,2,0905001004008001,2,,,,,,
10080,09050010040058,1,0905001004005801,1,,,,,,
10081,09050010040058,2,0905001004005801,2,1713-002,1,,,,
10082,09050010040058,3,0905001004005801,3,1713-003,2,,,,
10083,09050010040058,4,0905001004005801,4,1713-002,2,,,,
10084,09050010040058,5,0905001004005801,5,1713-002,3,,,,
10085,09050010040058,6,0905001004005806,4,1714-001,4,,,,
10086,09050010040058,7,0905001004005801,6,1713-002,4,,,,
10087,09050010040053,1,0905001004005301,1,1711-001,1,,,,
10088,09050010040053,2,0905001004005302,2,1712-001,2,,,,
10089,09050010040044,1,0905001004004401,1,1709-001,1,,,,
10090,09050010040044,2,0905001004004401,2,1709-001,2,,,,
10091,09050010040044,3,0905001004004401,3,1709-001,3,,,,
10092,09050010040044,4,0905001004004401,4,1709-001,4,,,,
10093,09050010040044,5,0905001004004401,5,1709-001,5,,,,
10094,09050010040044,6,0905001004004406,3,1710-001,3,,,,
10095,09050010040044,7,0905001004004401,6,1709-006,4,,,,
10096,09050010040043,1,,,,,,,,
10097,09050010040043,2,0905001004004302,1,1707-001,1,,,,
10098,09050010040043,3,0905001004004302,2,1707-001,2,,,,
10099,09050010040043,4,0905001004004304,6,1708-001,6,,,,
10100,09050010040043,5,0905001004004302,3,1707-001,3,,,,
10101,09050010040043,6,0905001004004302,4,1707-001,4,,,,
10102,09050010040043,7,0905001004004302,5,1707-001,5,,,,
10103,09050010040043,8,0905001004004302,6,1707-001,6,,,,
10104,09050010040043,9,0905001004004302,7,1707-001,7,,,,
10105,09050010040031,1,0905001004003101,1,1706-001,1,,,,
10106,09050010040031,2,0905001004003101,2,1706-001,2,,,,
10107,09050010040031,3,0905001004003101,3,1706-001,3,,,,
10108,09050010040031,4,0905001004003101,4,1706-001,4,,,,
10109,09050010040025,1,0905001004002501,1,1704-001,1,,,,
10110,09050010040025,2,0905001004002502,1,,,,,,
10111,09050010040025,3,,,,,,,,
10112,09050010040025,4,,,,,,,,
10113,09040110020193,1,0904011002019301,1,,,,,,
10114,09040110020193,2,0904011002019301,2,1703-002,1,,,,
10115,09040110020193,3,0904011002019301,3,1703-002,4,,,,
10116,09040110020193,4,0904011002019301,4,1703-002,2,,,,
10117,09040110020158,1,0904011002015801,1,1702-001,1,,,,
10118,09040110020158,2,0904011002015801,2,1702-001,2,,,,
10119,09040110020158,3,0904011002015801,3,1702-003,1,,,,
10120,09040110020158,4,0904011002015801,4,,,,,,
10121,09040110020158,5,0904011002015801,5,1702-001,3,,,,
10122,09040110020158,6,0904011002015801,6,1702-003,2,,,,
10123,09040110020155,1,0904011002015501,1,1701-001,1,,,,
10124,09040110020155,2,0904011002015501,2,1701-001,2,,,,
10125,09040110020155,3,,,,,,,,
10126,09040110020155,4,,,,,,,,
10127,09040110020155,5,,,1701-001,3,,,,
10128,09040110020116,1,0904011002011601,1,1700-001,1,,,,
10129,09040110020116,2,,,1700-102,2,,,,
10130,09040110020116,3,,,1700-001,2,,,,
10131,09040110020090,1,0904011002009001,1,1699-001,1,,,,
10132,09040110020086,1,0904011002008601,1,1698-001,1,,,,
10133,09040110020055,1,,,1696-001,4,,,,
10134,09040110020055,2,0904011002005502,1,1696-001,1,,,,
10135,09040110020055,3,0904011002005503,2,1697-001,2,,,,
10136,09040110020055,4,0904011002005502,2,1696-001,2,,,,
10137,09040110020055,5,,,1696-001,5,,,,
10138,09040110020055,6,0904011002005502,3,1696-001,3,,,,
10139,09040110020055,7,,,,,,,,
10140,09040110020006,1,0904011002000601,1,1693-001,1,,,,
10141,09040110020006,2,0904011002000602,1,1694-001,1,,,,
10142,09040110020006,3,0904011002000603,1,,,,,,
10143,09040070030318,1,0904007003031801,1,,,,,,
10144,09040070030318,2,0904007003031801,2,1692-002,1,,,,
10145,09040070030280,1,0904007003028001,1,1690-001,1,,,,
10146,09040070030280,2,0904007003028001,2,1690-001,2,,,,
10147,09040070030280,3,0904007003028003,3,1691-003,2,,,,
10148,09040070030280,4,0904007003028001,3,1690-001,3,,,,
10149,09040070030280,5,0904007003028001,4,1690-001,4,,,,
10150,09040070030280,6,,,1690-001,6,,,,
10151,09040070030280,7,0904007003028001,5,1690-001,5,,,,
10152,09040070030274,1,0904007003027401,1,1688-001,1,,,,
10153,09040070030274,2,0904007003027402,2,1689-002,1,,,,
10154,09040070030274,3,0904007003027401,3,1688-001,3,,,,
10155,09040070030274,4,0904007003027401,4,1688-001,4,,,,
10156,09040070030274,5,0904007003027401,5,1688-001,5,,,,
10157,09040070030274,6,0904007003027401,6,1688-001,6,,,,
10158,09040070030274,7,0904007003027402,5,,,,,,
10159,09040070030221,1,0904007003022101,1,1687-001,1,,,,
10160,09040070030221,2,0904007003022101,2,1687-001,2,,,,
10161,09040070030221,3,0904007003022101,3,1687-001,4,,,,
10162,09040070030221,4,0904007003022101,4,1687-001,5,,,,
10163,09040070030221,5,0904007003022101,5,1687-001,6,,,,
10164,09040070030221,6,0904007003022101,6,1687-006,2,,,,
10165,09040070030221,7,0904007003022101,7,1687-001,7,,,,
10166,09040070030184,1,0904007003018401,2,,,,,,
10167,09040070030184,2,0904007003018401,1,1686-001,2,,,,
10168,09040070030184,3,0904007003018401,3,1686-003,3,,,,
10169,09040070030184,4,0904007003018401,4,1686-003,1,,,,
10170,09040070030179,1,0904007003017901,1,1685-001,1,,,,
10171,09040070030179,2,0904007003017901,2,1685-001,2,,,,
10172,09040070030179,3,0904007003017901,3,1685-003,2,,,,
10173,09040070030179,4,0904007003017901,4,1685-001,3,,,,
10174,09040070030179,5,0904007003017901,5,1685-001,4,,,,
10175,09040070030179,6,0904007003017901,6,1685-001,5,,,,
10176,09040070030179,7,0904007003017901,7,1685-001,6,,,,
10177,09040070030179,8,0904007003017901,8,1685-008,1,,,,
10178,09040070030151,1,0904007003015101,1,1684-001,1,,,,
10179,09040070030103,1,0904007003010301,1,1683-001,1,,,,
10180,09040070030103,2,0904007003010301,2,1683-001,2,,,,
10181,09040070030103,3,0904007003010301,3,,,,,,
10182,09030270040589,1,0903027004058901,1,1682-001,1,0394-001,1,0394-001-001,1
10183,09030270040589,2,0903027004058901,2,1682-001,2,0394-001,2,0394-001-001,2
10184,09030270040379,1,0903027004037901,1,1681-001,1,0393-001,1,0393-001-001,1
10185,09030270040379,2,0903027004037901,2,1681-001,2,0393-002,1,0393-002-001,1
10186,09030270040379,3,0903027004037901,3,1681-001,3,0393-001,3,0393-001-001,3
10187,09030270040379,4,0903027004037901,4,1681-001,4,0393-002,2,,
10188,09030270040378,1,0903027004037801,1,1680-001,1,0391-001,1,0391-001-001,1
10189,09030270040378,2,0903027004037801,2,1680-001,2,0391-001,2,0391-001-001,2
10190,09030270040378,3,0903027004037801,3,1680-001,3,0391-001,3,0391-001-001,3
10191,09030270040378,4,0903027004037801,4,1680-001,4,0391-001,4,0391-001-001,4
10192,09030270040378,5,0903027004037801,5,1680-001,5,0391-005,1,0391-005-001,1
10193,09030270040378,6,0903027004037801,6,1680-006,2,0392-001,2,0392-001-002,2
10194,09030270040378,7,0903027004037801,7,1680-001,6,0391-001,5,0391-001-001,5
10195,09030270040378,8,0903027004037801,8,1680-001,7,0391-001,6,0391-001-001,6
10196,09030270040371,1,0903027004037101,1,1679-001,1,0390-001,1,0390-001-001,1
10197,09030270040371,2,0903027004037101,2,1679-001,2,0390-001,2,0390-001-001,2
10198,09030270040371,3,0903027004037101,3,1679-001,3,0390-001,3,,
10199,09030270040371,4,0903027004037101,4,1679-001,4,0390-001,4,0390-001-004,1
10200,09030270040371,5,0903027004037101,5,1679-001,5,0390-001,5,,
10201,09030270040371,6,0903027004037101,6,1679-001,6,0390-001,6,,
10202,09030270040175,1,0903027004017501,1,1677-001,1,0389-001,1,0389-001-001,1
10203,09030270040175,2,0903027004017502,2,,,,,,
10204,09030270040175,3,0903027004017501,4,1677-001,4,0389-001,4,0389-001-001,4
10205,09030270040172,1,0903027004017201,1,1675-001,1,0387-001,1,0387-001-001,1
10206,09030270040172,2,0903027004017201,2,1675-001,2,0387-001,2,0387-001-001,2
10207,09030270040172,3,0903027004017201,3,1675-001,3,0387-001,3,0387-001-001,3
10208,09030270040172,4,0903027004017201,4,,,,,,
10209,09030270040172,5,0903027004017205,5,1676-001,5,0388-005,1,0388-005-001,1
10210,09030270040172,6,,,,,,,,
10211,09030270040079,1,0903027004007901,1,1674-001,1,0386-001,1,0386-001-001,1
10212,09030270040079,2,0903027004007901,2,1674-001,2,0386-001,2,0386-001-001,2
10213,09030270040079,3,0903027004007901,3,1674-003,4,0385-001,4,,
10214,09030270040079,4,0903027004007901,4,1674-001,3,0386-001,3,0386-001-001,3
10215,09030270040079,5,0903027004007901,5,,,,,,
10216,09030270040010,1,0903027004001001,1,1673-001,1,0384-001,1,,
10217,09030270040010,2,0903027004001001,2,1673-002,1,,,,
10218,09030270040010,3,0903027004001001,3,1673-001,2,,,,
10219,09030270040010,4,0903027004001001,4,1673-001,3,,,,
10220,09030200040854,1,0903020004085401,1,1672-001,1,,,,
10221,09030200040854,2,0903020004085401,2,1672-001,2,,,,
10222,09030200040854,3,0903020004085401,3,1672-001,3,,,,
10223,09030200040768,1,0903020004076801,1,1670-001,1,,,,
10224,09030200040768,2,0903020004076802,1,1671-001,1,,,,
10225,09030200040768,3,0903020004076802,3,1671-001,3,,,,
10226,09030200040768,4,0903020004076802,4,1671-001,4,,,,
10227,09030200040693,1,0903020004069301,1,1669-001,1,,,,
10228,09030200040693,2,0903020004069301,2,1669-002,1,,,,
10229,09030200040693,3,0903020004069301,3,1669-002,2,,,,
10230,09030200040648,1,0903020004064801,1,1668-001,1,,,,
10231,09030200040648,2,0903020004064801,2,1668-002,2,,,,
10232,09030200040648,3,,,,,,,,
10233,09030200040648,4,,,1668-001,6,,,,
10234,09030200040460,1,0903020004046001,2,1666-001,2,,,,
10235,09030200040460,2,0903020004046002,1,1667-001,1,,,,
10236,09030200040460,3,0903020004046002,2,1667-001,2,,,,
10237,09030200040460,4,0903020004046002,3,1667-001,3,,,,
10238,09030200040460,5,,,,,,,,
10239,09030200040460,6,0903020004046002,4,1667-001,4,,,,
10240,09030200040396,1,0903020004039601,1,1665-001,1,,,,
10241,09030200040396,2,0903020004039601,2,1665-001,2,,,,
10242,09030200040396,3,0903020004039601,3,1665-001,3,,,,
10243,09030200040396,4,0903020004039601,4,1665-001,4,,,,
10244,09030200040347,1,0903020004034701,1,,,,,,
10245,09030200040347,2,0903020004034702,1,1664-001,1,,,,
10246,09030200040347,3,,,,,,,,
10247,09030200040347,4,,,,,,,,
10248,09030200040347,5,0903020004034702,2,1664-001,2,,,,
10249,09030200040114,1,0903020004011401,1,1661-001,1,,,,
10250,09030200040114,2,0903020004011402,2,1662-001,2,,,,
10251,09030120050477,1,0903012005047701,1,1660-001,1,,,,
10252,09030120050477,2,0903012005047701,2,1660-001,2,,,,
10253,09030120050460,1,0903012005046001,1,1659-001,1,,,,
10254,09030120050460,2,0903012005046001,2,1659-001,2,,,,
10255,09030120050407,1,0903012005040701,1,1658-001,1,,,,
10256,09030120050407,2,0903012005040701,2,1658-002,1,,,,
10257,09030120050396,1,0903012005039601,1,1657-001,1,,,,
10258,09030120050396,2,0903012005039601,2,1657-001,2,,,,
10259,09030120050396,3,0903012005039601,3,1657-001,3,,,,
10260,09030120050396,4,0903012005039601,4,1657-001,4,,,,
10261,09030120050396,5,0903012005039601,5,1657-001,5,,,,
10262,09030120050396,6,0903012005039601,6,1657-001,6,,,,
10263,09030120050396,7,0903012005039601,7,1657-001,7,,,,
10264,09030120050328,1,0903012005032801,2,1656-001,2,,,,
10265,09030120050328,2,0903012005032801,1,1656-001,1,,,,
10266,09030120050328,3,0903012005032801,3,1656-001,3,,,,
10267,09030120050280,1,0903012005028001,1,1655-001,1,,,,
10268,09030120050280,2,0903012005028001,2,1655-001,2,,,,
10269,09030120050280,3,,,1655-103,5,,,,
10270,09030120050280,4,0903012005028001,3,1655-001,3,,,,
10271,09030120050280,5,0903012005028001,4,1655-001,4,,,,
10272,09030120050280,6,0903012005028001,5,1655-001,5,,,,
10273,09030120050280,7,0903012005028001,6,1655-001,6,,,,
10274,09030120050168,1,0903012005016801,1,1653-001,1,,,,
10275,09030120050168,2,0903012005016802,1,1654-001,1,,,,
10276,09030120050168,3,0903012005016802,2,1654-001,2,,,,
10277,09030120050168,4,0903012005016802,3,1654-001,3,,,,
10278,09030120050168,5,0903012005016802,4,1654-001,4,,,,
10279,09030120050168,6,0903012005016802,5,1654-001,5,,,,
10280,09030120050055,1,0903012005005501,1,1650-001,1,,,,
10281,09030120050055,2,0903012005005501,2,1650-001,2,,,,
10282,09030120050055,3,0903012005005501,3,1650-001,3,,,,
10283,09030120050055,4,0903012005005504,5,1650-001,5,,,,
10284,09030120050055,5,0903012005005505,1,1652-001,1,,,,
10285,09030120050055,6,0903012005005501,4,1650-001,4,,,,
10286,09030110020729,1,0903011002072901,1,1648-001,1,,,,
10287,09030110020729,2,0903011002072901,2,1648-001,2,,,,
10288,09030110020729,3,0903011002072903,2,1649-001,2,,,,
10289,09030110020729,4,0903011002072901,3,1648-001,3,,,,
10290,09030110020729,5,0903011002072901,4,1648-001,4,,,,
10291,09030110020699,1,0903011002069901,1,1647-001,1,,,,
10292,09030110020699,2,0903011002069901,2,,,,,,
10293,09030110020698,1,0903011002069801,1,,,,,,
10294,09030110020698,2,0903011002069801,2,1646-002,1,,,,
10295,09030110020698,3,0903011002069801,3,1646-003,2,,,,
10296,09030110020698,4,0903011002069801,4,1646-002,2,,,,
10297,09030110020698,5,0903011002069801,5,1646-002,3,,,,
10298,09030110020698,6,0903011002069801,6,,,,,,
10299,09030110020280,1,0903011002028001,1,,,,,,
10300,09030110020280,2,0903011002028001,2,1645-002,2,,,,
10301,09030110020280,3,0903011002028001,3,1645-003,4,,,,
10302,09030110020280,4,0903011002028001,4,,,,,,
10303,09030110020280,5,0903011002028001,5,1645-003,5,,,,
10304,09030110020215,1,0903011002021501,1,1644-001,1,,,,
10305,09030110020215,2,0903011002021501,2,1644-001,2,,,,
10306,09030110020215,3,0903011002021501,4,1644-001,3,,,,
10307,09030110020189,1,0903011002018901,1,1643-001,1,,,,
10308,09030110020189,2,0903011002018901,2,,,,,,
10309,09030110020189,3,0903011002018901,3,1643-003,1,,,,
10310,09030110020189,4,0903011002018901,4,1643-001,2,,,,
10311,09030110020189,5,0903011002018901,5,1643-001,3,,,,
10312,09030110020189,6,0903011002018901,6,1643-001,4,,,,
10313,09030110020189,7,0903011002018901,7,1643-001,5,,,,
10314,09030110020189,8,0903011002018901,8,1643-001,6,,,,
10315,09030110020126,1,0903011002012601,1,1642-001,1,,,,
10316,09030110020126,2,0903011002012601,2,1642-001,2,,,,
10317,09030110020126,3,0903011002012601,3,1642-001,3,,,,
10318,09030110020126,4,0903011002012601,4,1642-001,4,,,,
10319,09030110020020,1,0903011002002001,1,1641-001,1,,,,
10320,09030110020020,2,0903011002002001,2,1641-001,2,,,,
10321,09030020070335,1,0903002007033501,1,1640-001,1,,,,
10322,09030020070335,2,0903002007033501,2,1640-002,1,,,,
10323,09030020070335,3,0903002007033501,3,1640-001,2,,,,
10324,09030020070335,4,0903002007033501,4,1640-001,3,,,,
10325,09030020070335,5,0903002007033501,5,1640-001,4,,,,
10326,09030020070300,1,0903002007030001,1,1639-001,1,,,,
10327,09030020070300,2,0903002007030001,2,1639-001,2,,,,
10328,09030020070300,3,,,1639-103,3,,,,
10329,09030020070300,4,0903002007030001,3,1639-001,3,,,,
10330,09030020070300,5,0903002007030001,4,1639-001,4,,,,
