sdd_hhid,foodbev,alctob,foodIN,foodOUT,utilities,clothing,hhexpenses,health,transport,communic,recreat,educa,other,expm,fisherb4c4,foodbevR,alctobR,foodINR,foodOUTR,utilitiesR,clothingR,hhexpensesR,healthR,transportR,communicR,recreatR,educaR,otherR,expmR,region,quarter,urban,area,mainland,hhsize,adulteq
0456-001-001,2203685.75,0,1475685.75,728000,746000,75000,24000,0,0,60000,0,0,56400,3090085.75,0.842694699764252,2615046.5,0,1751151.125,863895.3125,885255.375,89000.203125,28480.064453125,0,0,71200.1640625,0,0,66928.15625,3666910.25,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,2,1.600000023841858
0457-001-001,7642266.5,1248000,6243466.5,2646800,1584000,1060000,2422000,0,2248000,720000,0,8500000,806000,25170266,0.842694699764252,9068844,1480963.375,7408930.5,3140876.5,1879684.25,1257869.5,2874113.25,0,2667632.75,854401.9375,0,10086690,956455.5,29868784,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,6,4.5999999940395355
0459-001-001,11412370,3744000,6628370,8528000,809200,1325000,188000,0,6196000,360000,6000,2192000,486000,25393570,1.03654038906097,11010058,3612015.5,6394705,8227368.5,780673.875,1278290.75,181372.578125,0,5977577,347309.1875,5788.486328125,2114727,468867.40625,24498390,10,Oct-Dec 2019,Urban,Rest of urban,Mainland,7,5.920000046491623
0460-001-001,7805142,0,4581142,3224000,610400,258000,0,26000,197600,384000,4000,1730000,228000,10985142,1.12459218502045,6940420,0,4073603,2866817,542774.5625,229416.5,0,23119.4921875,175708.140625,341457.125,3556.844970703125,1538335.375,202740.15625,9768112,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,8,6.719999998807907
0461-001-001,3789166.75,104000,2712766.75,1180400,143200,330000,48000,343900,41600,144000,0,100000,168000,4881867,0.842694699764252,4496488,123413.6171875,3219157.25,1400744.5,169931.0625,391600.90625,56960.12890625,408095.59375,49365.4453125,170880.390625,0,118666.9375,199360.453125,5793162,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,9,6.719999969005585
0462-001-001,1873033,0,1873033,0,120000,380000,84000,0,0,48000,12000,0,568000,2705033,1.01817429065704,1839599.625,0,1839599.625,0,117858.015625,373217.03125,82500.609375,0,0,47143.20703125,11785.8017578125,0,557861.25,2656748.5,1,Oct-Dec 2019,Rural,Rural,Mainland,2,1.3599999845027924
0463-001-001,2486771.5,0,1940771.375,546000,1037200,170000,108000,0,0,120000,0,234000,269240,4255211.5,0.842694699764252,2950975.5,0,2303054,647921.5,1230813.5,201733.796875,128160.296875,0,0,142400.328125,0,277680.625,319498.875,5049529,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,6,5.960000038146973
0463-001-005,2205840,780000,1306240,1679600,288000,164000,180000,0,312000,84000,0,0,164400,4014240,1.09637653827667,2011936.5,711434.4375,1191415.5,1531955.5,262683.46875,149583.640625,164177.171875,0,284573.75,76616.015625,0,0,149948.484375,3661369.75,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,1,0.8799999952316284
0463-001-008,2072200,0,2072200,0,602400,15000,12000,100000,0,12000,0,0,120000,2918600,1.09637653827667,1890044.125,0,1890044.125,0,549446.25,13681.4306640625,10945.14453125,91209.5390625,0,10945.14453125,0,0,109451.4453125,2662041.75,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,3,2.2399999797344208
0463-001-010,2366289,0,1638288.875,728000,480000,100000,12000,0,1383200,36000,0,500000,240000,5017489,1.03654038906097,2282872,0,1580535.5,702336.375,463078.90625,96474.7734375,11576.97265625,0,1334439.125,34730.91796875,0,482373.875,231539.453125,4840611,1,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.3199999928474426
0464-001-001,4188600,0,2472600,1716000,1121200,490000,60000,0,1040000,240000,0,0,126000,6775800,1.12459218502045,3724550.25,0,2198663.75,1525886.5,996983.625,435713.5,53352.671875,0,924779.6875,213410.6875,0,0,112040.6171875,6025117.5,7,Apr-Jun 2019,Urban,Dar es Salaam,Mainland,5,3.759999990463257
0465-001-001,1482866.625,78000,1482866.625,78000,106400,177000,7000,0,0,60000,0,14000,124800,1873066.625,1.01817429065704,1456397.625,76607.7109375,1456397.625,76607.7109375,104500.7734375,173840.578125,6875.05078125,0,0,58929.0078125,0,13750.1015625,122572.3359375,1839632.625,1,Oct-Dec 2019,Rural,Rural,Mainland,5,3.9999999701976776
0465-001-002,255852.375,0,255852.375,0,146800,0,0,0,0,0,0,35000,132000,569652.375,1.01817429065704,251285.4375,0,251285.4375,0,144179.640625,0,0,0,0,0,0,34375.25390625,129643.8125,559484.125,1,Oct-Dec 2019,Rural,Rural,Mainland,3,2.6399999856948853
0466-001-001,3738800,0,3738800,0,545200,164000,114000,0,0,180000,0,196000,216000,4990000,0.842694699764252,4436719.5,0,4436719.5,0,646972.125,194613.78125,135280.3125,0,0,213600.484375,0,232587.203125,256320.59375,5921480,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,7,6.2799999713897705
0467-001-002,5162631.5,0,4902631.5,260000,660000,420000,137200,0,312000,180000,0,965000,222000,7638831.5,1.03654038906097,4980637,0,4729802.5,250834.40625,636733.5,405194.0625,132363.390625,0,301001.28125,173654.59375,0,930981.5625,214174,7369545.5,11,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,5.080000042915344
0467-001-003,1863875,0,1863875,0,733600,200000,14400,0,208000,72000,0,2000000,180000,5071875,0.842694699764252,2211803.5,0,2211803.5,0,870540.6875,237333.875,17088.0390625,0,246827.234375,85440.1953125,0,2373338.75,213600.484375,6018639,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,1,1
0468-001-001,2260050,0,2260050,0,485200,47000,186000,0,0,96000,0,670000,72000,3769250,0.842694699764252,2681932.25,0,2681932.25,0,575772,55773.4609375,220720.5,0,0,113920.2578125,0,795068.5,85440.1953125,4472853.5,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,5,4.800000071525574
0469-001-001,5728125,0,5130125,598000,605600,495000,720000,103000,1408000,120000,0,3950000,2457000,15091725,0.842694699764252,6797390.5,0,6087762.5,709628.3125,718647,587401.375,854401.9375,122226.9453125,1670830.5,142400.328125,0,4687344,2915646.75,17908888,5,Apr-Jun 2019,Urban,Rest of urban,Mainland,7,5.800000041723251
0469-001-003,3204399,0,3204399,0,0,86000,17000,78000,0,72000,0,3180000,63600,6614999,1.01817429065704,3147200.75,0,3147200.75,0,0,84464.9140625,16696.552734375,76607.7109375,0,70714.8046875,0,3123237.5,62464.74609375,6496922,16,Oct-Dec 2019,Rural,Rural,Mainland,2,1.7599999904632568
0469-001-004,1983800,0,1931800,52000,521200,45000,4500,234000,0,240000,0,730000,60000,3773500,1.03654038906097,1913866.625,0,1863699.75,50166.8828125,502826.53125,43413.6484375,4341.36474609375,225750.96875,0,231539.453125,0,704265.875,57884.86328125,3640475.5,16,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,4.639999985694885
0470-001-001,3140800,0,3140800,0,549600,370000,194000,0,208000,156000,0,450000,198000,4896400,0.842694699764252,3727091.25,0,3727091.25,0,652193.5,439067.6875,230213.859375,0,246827.234375,185120.421875,0,534001.25,234960.53125,5810408,11,Apr-Jun 2019,Urban,Rest of urban,Mainland,6,5.639999985694885
0471-001-001,2587866.75,0,2587866.75,0,5200,172500,24000,0,0,60000,0,0,90000,2767066.75,0.969407081604004,2669535.75,0,2669535.75,0,5364.103515625,177943.828125,24757.400390625,0,0,61893.50390625,0,0,92840.2578125,2854391,12,Jul-Sep 2019,Rural,Rural,Mainland,4,2.8400000035762787
0472-001-001,610566.6875,0,610566.6875,0,5200,29000,8000,104000,156000,0,0,30000,30000,943766.6875,0.969407081604004,629835.1875,0,629835.1875,0,5364.103515625,29915.193359375,8252.466796875,107282.0703125,160923.109375,0,0,30946.751953125,30946.751953125,973550.4375,12,Jul-Sep 2019,Rural,Rural,Mainland,3,2.7200000286102295
0473-001-001,7560800,0,5740800,1820000,0,107000,48000,0,0,300000,0,47000,102000,8057800,1.01817429065704,7425840.5,0,5638327.5,1787513.25,0,105090.0625,47143.20703125,0,0,294645.03125,0,46161.0546875,100179.3125,7913969,10,Oct-Dec 2019,Rural,Rural,Mainland,5,3.9999999701976776
0474-001-001,2131824.25,0,2131824.25,0,5200,316000,72000,0,120000,96000,0,18200,102000,2545224.25,0.969407081604004,2199101.25,0,2199101.25,0,5364.103515625,325972.4375,74272.203125,0,123787.0078125,99029.6015625,0,18774.36328125,105218.953125,2625547.5,12,Jul-Sep 2019,Rural,Rural,Mainland,7,5.239999979734421
0475-001-001,910000,36400,36400,910000,5200,15000,0,200000,0,0,0,0,18000,1169600,0.969407081604004,938718.125,37548.7265625,37548.7265625,938718.125,5364.103515625,15473.3759765625,0,206311.671875,0,0,0,0,18568.05078125,1206510.625,12,Jul-Sep 2019,Rural,Rural,Mainland,1,1
0475-001-002,2292727.25,546000,420727.28125,2418000,0,42000,0,325000,0,7200,0,0,27600,3198527.25,1.03654038906097,2211903.5,526752.25,405895.6875,2332760,0,40519.40625,0,313543.03125,0,6946.18359375,0,0,26627.037109375,3085772,26,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,1
0476-001-001,712933.625,78000,790933.625,0,0,2500,36000,0,0,0,0,0,25200,852133.625,0.969407081604004,735432.625,80461.5546875,815894.1875,0,0,2578.89599609375,37136.1015625,0,0,0,0,0,25995.271484375,879025.5625,12,Jul-Sep 2019,Rural,Rural,Mainland,1,0.7200000286102295
0476-001-002,1253200,0,0,1253200,0,62000,0,0,0,144000,0,0,48000,1445200,1.01817429065704,1230830.5,0,0,1230830.5,0,60893.30859375,0,0,0,141429.609375,0,0,47143.20703125,1419403.375,15,Oct-Dec 2019,Rural,Rural,Mainland,2,2
0477-001-001,2754266.75,0,2754266.75,0,5200,440000,78000,32000,0,180000,0,280000,90000,3419466.75,0.969407081604004,2841187,0,2841187,0,5364.103515625,453885.6875,80461.5546875,33009.8671875,0,185680.515625,0,288836.34375,92840.2578125,3527379.5,12,Jul-Sep 2019,Rural,Rural,Mainland,9,7.719999998807907
0478-001-001,1409200,0,1409200,0,77200,67000,24000,10000,0,72000,0,78000,36000,1706400,0.969407081604004,1453672.125,0,1453672.125,0,79636.3046875,69114.4140625,24757.400390625,10315.583984375,0,74272.203125,0,80461.5546875,37136.1015625,1760251.25,12,Jul-Sep 2019,Rural,Rural,Mainland,6,4.7599999606609344
0479-001-001,1049360,52000,1101360,0,5200,91000,40000,78000,0,0,0,0,42000,1266560,0.969407081604004,1082476.125,53641.03515625,1136117.125,0,5364.103515625,93871.8125,41262.3359375,80461.5546875,0,0,0,0,43325.453125,1306530.625,12,Jul-Sep 2019,Rural,Rural,Mainland,5,4.000000029802322
0481-001-001,2432300,52000,2484300,0,77200,102000,49500,450000,0,48000,0,35000,144000,3288000,0.969407081604004,2509059.5,53641.03515625,2562700.5,0,79636.3046875,105218.953125,51062.140625,464201.28125,0,49514.80078125,0,36104.54296875,148544.40625,3391764,12,Jul-Sep 2019,Rural,Rural,Mainland,8,5.959999978542328
0483-001-001,1099327.25,0,1099327.25,0,74000,130000,86000,0,600000,0,0,58000,36000,1953327.25,1.01817429065704,1079704.375,0,1079704.375,0,72679.109375,127679.515625,84464.9140625,0,589290.0625,0,0,56964.70703125,35357.40234375,1918460.625,12,Oct-Dec 2019,Rural,Rural,Mainland,5,4.2799999713897705
0484-001-001,1198363.625,0,1198363.625,0,10400,92000,24000,0,0,48000,0,8500,62400,1351663.625,1.01817429065704,1176973,0,1176973,0,10214.361328125,90357.8125,23571.603515625,0,0,47143.20703125,0,8348.2763671875,61286.16796875,1327536.625,12,Oct-Dec 2019,Rural,Rural,Mainland,6,4.399999976158142
0485-001-002,804345.4375,0,804345.4375,0,26000,20000,48000,0,0,0,0,0,42000,920345.4375,1.01817429065704,789987.9375,0,789987.9375,0,25535.90234375,19643.001953125,47143.20703125,0,0,0,0,0,41250.3046875,903917.375,12,Oct-Dec 2019,Rural,Rural,Mainland,3,1.9199999868869781
0486-001-001,440919.46875,0,440919.46875,0,11200,5000,18000,0,0,0,0,0,40800,510919.46875,1.01817429065704,433049.09375,0,433049.09375,0,11000.0810546875,4910.75048828125,17678.701171875,0,0,0,0,0,40071.7265625,501799.625,12,Oct-Dec 2019,Rural,Rural,Mainland,1,0.8799999952316284
0486-001-002,2483866.5,0,1859866.625,624000,125200,240000,191000,936000,1092000,211200,0,20000,134400,5193666.5,1.01817429065704,2439529.75,0,1826668.25,612861.6875,122965.1953125,235716.03125,187590.671875,919292.5,1072507.875,207430.109375,0,19643.001953125,132000.96875,5100960,8,Oct-Dec 2019,Rural,Rural,Mainland,4,3.0399999916553497
0487-001-001,2046850,0,1578850,468000,11200,153000,29200,65000,0,540000,0,20000,62400,2774650,1.01817429065704,2010314,0,1550667.75,459646.25,11000.0810546875,150268.96875,28678.783203125,63839.7578125,0,530361.0625,0,19643.001953125,61286.16796875,2725122.75,12,Oct-Dec 2019,Rural,Rural,Mainland,5,3.479999989271164
0488-002-001,3133780,0,3133780,0,5200,310000,60000,910000,0,18000,0,440000,36000,4602980,1.01817429065704,3077842.5,0,3077842.5,0,5107.1806640625,304466.53125,58929.0078125,893756.625,0,17678.701171875,0,432146.0625,35357.40234375,4520817.5,12,Oct-Dec 2019,Rural,Rural,Mainland,5,3.959999978542328
0489-001-001,1898472.75,104000,1898472.75,104000,10400,334000,0,0,180000,72000,0,16000,76800,2357672.75,1.01817429065704,1864585.25,102143.609375,1864585.25,102143.609375,10214.361328125,328038.125,0,0,176787.015625,70714.8046875,0,15714.40234375,75429.1328125,2315588.5,12,Oct-Dec 2019,Rural,Rural,Mainland,9,6.999999970197678
0490-001-001,1144157.625,52000,1196157.625,0,15600,0,48000,0,0,0,0,0,24000,1283757.625,1.01817429065704,1123734.5,51071.8046875,1174806.375,0,15321.5419921875,0,47143.20703125,0,0,0,0,0,23571.603515625,1260842.75,12,Oct-Dec 2019,Rural,Rural,Mainland,2,1.600000023841858
0491-001-001,1202890,312000,1202890,312000,5200,18000,72000,260000,0,0,0,15000,36000,1903090,1.01817429065704,1181418.5,306430.84375,1181418.5,306430.84375,5107.1806640625,17678.701171875,70714.8046875,255359.03125,0,0,0,14732.251953125,35357.40234375,1869120.125,12,Oct-Dec 2019,Rural,Rural,Mainland,2,1.4800000190734863
0491-001-002,7032610,0,896610,6136000,5200,467500,34000,65000,0,72000,0,0,26400,7235210,1.01817429065704,6907078.5,0,880605.625,6026473,5107.1806640625,459155.1875,33393.10546875,63839.7578125,0,70714.8046875,0,0,25928.763671875,7106062.5,12,Oct-Dec 2019,Rural,Rural,Mainland,3,2.280000001192093
0491-001-003,3104400,0,2740400,364000,233200,398000,22000,0,520000,240000,0,0,182400,4302000,1.01817429065704,3048986.75,0,2691484.25,357502.65625,229037.40625,390895.75,21607.302734375,0,510718.0625,235716.03125,0,0,179144.1875,4225210,12,Oct-Dec 2019,Rural,Rural,Mainland,2,1.8799999952316284
0491-001-004,1277900,0,1251900,26000,221200,101000,0,32500,41600,144000,2000,0,104400,1823600,1.03654038906097,1232851.125,0,1207767.75,25083.44140625,213402.203125,97439.5234375,0,31354.30078125,40133.5078125,138923.671875,1929.4954833984375,0,100719.6640625,1759314,12,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.280000001192093
0491-002-001,2668466.75,0,2668466.75,0,5200,237000,16000,0,0,24000,0,15000,91200,2819866.75,1.01817429065704,2620835,0,2620835,0,5107.1806640625,232769.578125,15714.40234375,0,0,23571.603515625,0,14732.251953125,89572.09375,2769532.5,12,Oct-Dec 2019,Rural,Rural,Mainland,5,3.479999989271164
0491-003-001,3139413.25,0,2515413.25,624000,35600,460000,25000,32500,1224000,204000,0,35000,168000,4863513,1.01817429065704,3083375,0,2470513.5,612861.6875,34964.54296875,451789.0625,24553.75390625,31919.87890625,1202151.75,200358.625,0,34375.25390625,165001.21875,4776700,12,Oct-Dec 2019,Rural,Rural,Mainland,4,2.8400000035762787
0491-004-001,2119000,0,1339000,780000,5200,370000,56000,507000,364000,72000,0,80000,108000,3311200,1.01817429065704,2081176.125,0,1315099,766077.0625,5107.1806640625,363395.53125,55000.40625,497950.125,357502.65625,70714.8046875,0,78572.0078125,106072.2109375,3252095.5,12,Oct-Dec 2019,Rural,Rural,Mainland,4,2.9999999701976776
0492-001-001,1393600,0,1393600,0,10400,104515,36000,0,0,108000,0,31000,129600,1708600,1.01817429065704,1368724.375,0,1368724.375,0,10214.361328125,102649.421875,35357.40234375,0,0,106072.2109375,0,30446.654296875,127286.65625,1678101.75,12,Oct-Dec 2019,Rural,Rural,Mainland,7,6.199999988079071
0493-001-001,2010840,0,2010840,0,0,95000,78000,0,240000,24000,0,25000,98400,2476240,1.09682285785675,1833331.625,0,1833331.625,0,0,86613.8046875,71114.4921875,0,218813.828125,21881.3828125,0,22793.10546875,89713.6640625,2257648,13,Jul-Sep 2019,Urban,Rest of urban,Mainland,7,6.160000056028366
0494-001-001,1267500,0,1267500,0,5200,52000,24000,0,0,72000,0,3500,60000,1432200,1.09682285785675,1155610.5,0,1155610.5,0,4740.96630859375,47409.66015625,21881.3828125,0,0,65644.1484375,0,3191.034912109375,54703.45703125,1305771.5,13,Jul-Sep 2019,Urban,Rest of urban,Mainland,5,4.439999997615814
0494-105-001,1460246.625,104000,1460246.625,104000,0,25000,6000,1448000,0,240000,0,0,42000,3300246.5,1.01817429065704,1434181.375,102143.609375,1434181.375,102143.609375,0,24553.75390625,5892.90087890625,1422153.375,0,235716.03125,0,0,41250.3046875,3241337.5,13,Oct-Dec 2019,Rural,Rural,Mainland,3,2.600000023841858
0495-001-001,1289600,0,1289600,0,5200,70000,32800,50000,0,24000,0,15000,92400,1509000,1.09682285785675,1175759.625,0,1175759.625,0,4740.96630859375,63820.69921875,29904.5546875,45586.2109375,0,21881.3828125,0,13675.8642578125,84243.3203125,1375791.875,13,Jul-Sep 2019,Urban,Rest of urban,Mainland,5,4.120000004768372
0496-001-002,1280500,0,1280500,0,5200,30000,28000,0,0,12000,0,0,24000,1349700,1.03654038906097,1235359.5,0,1235359.5,0,5016.6884765625,28942.431640625,27012.9375,0,0,11576.97265625,0,0,23153.9453125,1302120,13,Oct-Dec 2019,Urban,Rest of urban,Mainland,3,2.7200000286102295
0497-001-001,2869300,0,2635300,234000,26000,1150000,52000,780000,0,120000,0,634000,231600,4712900,1.09682285785675,2616010.5,0,2402667,213343.46875,23704.830078125,1048482.875,47409.66015625,711144.9375,0,109406.9140625,0,578033.1875,211155.34375,4296865,13,Jul-Sep 2019,Urban,Rest of urban,Mainland,6,5.0400000512599945
0497-001-003,614342.875,0,614342.875,0,5200,214000,32000,0,120000,36000,0,0,90000,897542.875,1.01817429065704,603376.9375,0,603376.9375,0,5107.1806640625,210180.125,31428.8046875,0,117858.015625,35357.40234375,0,0,88393.5078125,881521.8125,13,Oct-Dec 2019,Rural,Rural,Mainland,3,2.280000001192093
0498-001-001,1171300,0,1145300,26000,10400,71000,18000,0,0,54000,0,61000,48000,1362700,1.09682285785675,1067902.625,0,1044197.8125,23704.830078125,9481.9326171875,64732.421875,16411.037109375,0,0,49233.109375,0,55615.1796875,43762.765625,1242406.625,13,Jul-Sep 2019,Urban,Rest of urban,Mainland,5,4.120000004768372
0498-001-006,1967766.625,156000,1967766.625,156000,5200,179500,53000,126000,0,168000,0,162000,134400,2772366.5,1.01817429065704,1932642.25,153215.421875,1932642.25,153215.421875,5107.1806640625,176295.953125,52053.95703125,123750.9140625,0,165001.21875,0,159108.3125,132000.96875,2722880,13,Oct-Dec 2019,Rural,Rural,Mainland,9,7.480000019073486
0498-004-001,1892327.25,0,1268327.25,624000,17200,20000,12000,0,0,24000,0,25000,72000,2042527.25,1.03654038906097,1825618.5,0,1223615.875,602002.5625,16593.662109375,19294.955078125,11576.97265625,0,0,23153.9453125,0,24118.693359375,69461.8359375,1970523.5,13,Oct-Dec 2019,Urban,Rest of urban,Mainland,4,2.8400000035762787
0499-001-001,967687.5,52000,1019687.5,0,17200,260000,36000,195000,72000,36000,0,130000,132000,1637887.5,0.95273357629776,1015695.8125,54579.79296875,1070275.625,0,18053.31640625,272898.96875,37786.0078125,204674.21875,75572.015625,37786.0078125,0,136449.484375,138548.703125,1719145.375,25,Jan-Mar 2019,Rural,Rural,Mainland,9,6.359999984502792
0499-001-004,1581016.625,0,1581016.625,0,10400,102000,23000,491000,0,18000,0,25000,54000,2202416.5,0.972517251968384,1625695.25,0,1625695.25,0,10693.8974609375,104882.4609375,23649.966796875,504875.375,0,18508.669921875,0,25706.484375,55526.0078125,2264655.5,25,Apr-Jun 2019,Rural,Rural,Mainland,8,5.03999999165535
0499-004-002,2505395.75,0,2505395.75,0,5200,150000,38400,130000,0,30000,0,0,135600,2844595.75,0.95273357629776,2629692,0,2629692,0,5457.97900390625,157441.703125,40305.078125,136449.484375,0,31488.341796875,0,0,142327.296875,2985720,25,Jan-Mar 2019,Rural,Rural,Mainland,7,4.439999997615814
0500-001-001,1092000,234000,52000,1274000,0,105000,0,0,0,144000,0,5392000,72000,6934000,1.03654038906097,1053504.5,225750.96875,50166.8828125,1229088.625,0,101298.515625,0,0,0,138923.671875,0,5201920,69461.8359375,6689561,13,Oct-Dec 2019,Urban,Rest of urban,Mainland,5,4.360000014305115
