"interview__key","sdd_hhid","plotnum","plotname","plotid_nps4","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10"
"71-57-66-15","0031-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-86-17-13","0032-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-91-28-82","0033-001-001",1,"**CONFIDENTIAL**","M1",1,1,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,,1,1,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,
"27-91-28-82","0033-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-66-16-43","0034-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-50-37-82","0036-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-50-37-82","0036-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-50-37-82","0036-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-00-18-35","0038-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48-91-62-56","0039-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-55-32-84","0040-001-001",1,"**CONFIDENTIAL**","M1",1,1,,,,,,,,,,10,,,,,,,,,,3,,,,,,,,,,1,1,,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,
"96-09-76-36","0041-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-80-02-40","0042-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63-16-88-22","0042-001-002",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-43-84-51","0044-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-81-30-49","0045-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-81-30-49","0045-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43-77-98-27","0046-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43-77-98-27","0046-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24-75-61-52","0047-001-001",1,"**CONFIDENTIAL**","M1",1,2,3,6,,,,,,,,7,14,10,,,,,,,,3,4,4,,,,,,,,1,1,2,3,4,6,7,,,,,7,30,21,15,10,5,,,,,4,4,4,4,4,4,,,,,1,2,3,4,6,7,8,,,,,27,30,21,14,7,7,,,,,4,4,4,4,4,4,,,,
"24-75-61-52","0047-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97-60-31-67","0048-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97-60-31-67","0048-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97-60-31-67","0048-001-001",3,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-68-77-59","0049-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-68-77-59","0049-001-001",2,"**CONFIDENTIAL**","M2",1,2,4,,,,,,,,,30,14,,,,,,,,,4,4,,,,,,,,,1,1,2,4,,,,,,,,21,35,21,,,,,,,,4,4,4,,,,,,,,1,1,2,4,,,,,,,,21,45,24,,,,,,,,4,4,4,,,,,,,
"88-71-20-70","0050-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,4,,,,,,,,38,30,31,,,,,,,,3,2,3,,,,,,,,1,1,2,4,,,,,,,,14,14,7,,,,,,,,2,2,2,,,,,,,,1,1,2,,,,,,,,,20,30,,,,,,,,,2,2,,,,,,,,
"88-71-20-70","0050-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-71-20-70","0050-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62-93-39-20","0051-001-001",1,"**CONFIDENTIAL**","M1",1,1,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,
"62-93-39-20","0051-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62-93-39-20","0051-001-001",3,"**CONFIDENTIAL**","M3",1,1,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,,,,,,,,,1,1,,,,,,,,,3,3,,,,,,,,
"92-89-07-22","0051-001-002",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-71-87-26","0051-001-003",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-72-79-53","0055-001-001",1,"**CONFIDENTIAL**","M1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-41-85-14","0056-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-41-85-14","0056-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-64-27-88","0057-001-001",1,"**CONFIDENTIAL**","M1",1,2,,,,,,,,,,10,,,,,,,,,,6,,,,,,,,,,1,2,,,,,,,,,,12,,,,,,,,,,5,,,,,,,,,,1,2,,,,,,,,,,8,,,,,,,,,,3,,,,,,,,,
"34-42-58-96","0058-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-42-58-96","0058-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,,,,,,,,,10,10,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,13,13,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-42-58-96","0058-001-001",3,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-68-44-59","0059-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,2,2,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,2,2,,,,,,,,
"77-68-44-59","0059-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,,,,,,,,,2,2,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,3,4,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,3,3,,,,,,,,
"77-68-44-59","0059-001-001",3,"**CONFIDENTIAL**","M3",1,1,2,,,,,,,,,3,3,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,2,2,,,,,,,,,1,1,2,3,4,,,,,,,4,4,1,1,,,,,,,1,1,1,1,,,,,,
"44-35-85-32","0060-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-35-85-32","0060-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-35-85-32","0060-001-001",3,"**CONFIDENTIAL**","M3",1,2,3,,,,,,,,,3,3,,,,,,,,,6,6,,,,,,,,,1,2,3,,,,,,,,,7,4,,,,,,,,,6,6,,,,,,,,,1,1,2,3,,,,,,,,3,3,2,,,,,,,,2,3,3,,,,,,,
"44-35-85-32","0060-001-001",4,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-55-29-47","0061-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-61-12-15","0062-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,2,4,,,,,,,,,5,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-61-12-15","0062-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-61-12-15","0062-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-61-12-15","0062-001-001",4,"**CONFIDENTIAL**","M4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-61-12-15","0062-001-001",5,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35-43-12-92","0062-001-003",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-34-21-50","0062-004-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-14-39-51","0063-001-003",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-38-96-20","0065-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-38-96-20","0065-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-38-96-20","0065-001-001",3,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-03-68-88","0066-002-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-51-53-41","0066-003-001",1,"**CONFIDENTIAL**","M1",1,7,8,9,11,,,,,,,14,10,6,4,,,,,,,4,4,4,3,,,,,,,1,7,8,9,11,,,,,,,10,8,8,3,,,,,,,5,5,5,4,,,,,,,1,7,8,9,,,,,,,,3,2,2,,,,,,,,2,3,2,,,,,,,
"32-51-53-41","0066-003-001",2,"**CONFIDENTIAL**","M2",1,7,8,9,11,,,,,,,12,12,5,5,,,,,,,5,5,5,5,,,,,,,1,7,8,9,,,,,,,,10,6,6,,,,,,,,6,5,5,,,,,,,,1,7,8,9,,,,,,,,8,8,5,,,,,,,,4,4,4,,,,,,,
"32-51-53-41","0066-003-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-51-53-41","0066-003-001",4,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-55-27-80","0066-003-003",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-98-19-65","0066-003-005",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-00-30-36","0066-003-006",1,"**CONFIDENTIAL**",,1,1,,,,,,,,,,12,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,12,,,,,,,,,,4,,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,3,3,,,,,,,,
"47-27-42-34","0067-001-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-27-42-34","0067-001-001",2,"**CONFIDENTIAL**",,1,1,4,,,,,,,,,7,7,,,,,,,,,7,7,,,,,,,,,1,1,4,,,,,,,,,15,13,,,,,,,,,6,6,,,,,,,,,1,1,4,,,,,,,,,6,6,,,,,,,,,5,5,,,,,,,,
"47-27-42-34","0067-001-001",3,"**CONFIDENTIAL**",,1,1,4,,,,,,,,,14,13,,,,,,,,,6,6,,,,,,,,,1,1,4,,,,,,,,,12,12,,,,,,,,,8,8,,,,,,,,,1,1,4,,,,,,,,,4,4,,,,,,,,,6,6,,,,,,,,
"33-84-05-95","0067-001-002",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-84-05-95","0067-001-002",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-84-05-95","0067-001-002",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-84-05-95","0067-001-002",4,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-84-05-95","0067-001-002",5,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-42-14-49","0067-004-001",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-42-14-49","0067-004-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-42-14-49","0067-004-001",3,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-42-14-49","0067-004-001",4,"**CONFIDENTIAL**",,1,2,3,,,,,,,,,26,24,,,,,,,,,6,6,,,,,,,,,1,2,3,,,,,,,,,18,16,,,,,,,,,5,5,,,,,,,,,1,2,3,,,,,,,,,6,6,,,,,,,,,5,4,,,,,,,,
"81-85-31-88","0069-002-001",1,"**CONFIDENTIAL**","M1",1,1,10,,,,,,,,,14,14,,,,,,,,,9,9,,,,,,,,,1,1,10,,,,,,,,,20,18,,,,,,,,,8,8,,,,,,,,,1,1,10,,,,,,,,,10,10,,,,,,,,,6,6,,,,,,,,
"81-85-31-88","0069-002-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-85-31-88","0069-002-001",3,"**CONFIDENTIAL**","M3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,,,,,,,,,15,14,,,,,,,,,6,6,,,,,,,,,1,1,10,,,,,,,,,3,5,,,,,,,,,5,3,,,,,,,,
"81-85-31-88","0069-002-001",4,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-76-63-44","0071-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,22,22,,,,,,,,,5,4,,,,,,,,,1,1,2,,,,,,,,,14,14,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,11,11,,,,,,,,,3,3,,,,,,,,
"91-76-63-44","0071-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-76-80-54","0072-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,5,6,,,,,,,20,18,6,5,,,,,,,5,5,5,4,,,,,,,1,1,2,5,6,,,,,,,12,10,6,6,,,,,,,5,5,4,4,,,,,,,1,1,2,5,6,,,,,,,4,4,3,2,,,,,,,4,4,3,3,,,,,,
"28-76-80-54","0072-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,5,6,,,,,,,12,10,6,5,,,,,,,5,5,4,4,,,,,,,1,1,2,5,6,,,,,,,21,18,7,7,,,,,,,5,5,4,5,,,,,,,1,1,2,5,6,,,,,,,5,4,3,3,,,,,,,4,4,4,4,,,,,,
"28-76-80-54","0072-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28-76-80-54","0072-001-001",4,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-54-53-99","0072-003-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82-54-53-99","0072-003-001",2,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,21,20,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,16,16,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,12,18,,,,,,,,,8,6,,,,,,,,
"86-08-97-34","0073-001-001",1,"**CONFIDENTIAL**","M1",1,1,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,1,3,,,,,,,,,2,1,,,,,,,,,3,2,,,,,,,,,1,1,3,4,,,,,,,,1,1,1,,,,,,,,2,2,2,,,,,,,
"86-08-97-34","0073-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-97-34","0073-001-001",3,"**CONFIDENTIAL**","M3",1,1,3,4,,,,,,,,5,3,2,,,,,,,,6,6,6,,,,,,,,1,1,3,,,,,,,,,4,3,,,,,,,,,5,5,,,,,,,,,1,1,3,4,,,,,,,,2,2,2,,,,,,,,6,6,6,,,,,,,
"09-96-03-52","0073-001-002",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-96-03-52","0073-001-002",2,"**CONFIDENTIAL**",,1,1,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,
