interview__key,sdd_hhid,sdd_indid,hh_g301,hh_g302
71-23-90-01,0677-001-001,3,YES,1
19-05-54-21,0678-001-001,1,YES,1
19-05-54-21,0678-001-001,3,,
19-05-54-21,0678-001-001,4,,
06-03-24-91,0678-001-002,1,YES,1
06-03-24-91,0678-001-002,2,YES,1
06-03-24-91,0678-001-002,3,,
06-03-24-91,0678-001-002,4,,
06-03-24-91,0678-001-002,5,,
53-82-24-71,0679-001-001,1,YES,2
53-82-24-71,0679-001-001,2,,
53-82-24-71,0679-001-001,3,,
76-36-87-78,0680-001-001,1,YES,1
90-00-57-86,0681-001-002,2,YES,1
90-00-57-86,0681-001-002,3,,
53-66-73-80,0682-001-002,1,YES,1
53-66-73-80,0682-001-002,2,,
53-66-73-80,0682-001-002,3,,
57-93-70-27,0683-001-001,1,YES,2
57-93-70-27,0683-001-001,2,,
57-93-70-27,0683-001-001,4,,
57-93-70-27,0683-001-001,5,,
57-93-70-27,0683-001-001,10,YES,1
57-93-70-27,0683-001-001,11,,
57-93-70-27,0683-001-001,12,,
57-93-70-27,0683-001-001,13,,
57-93-70-27,0683-001-001,14,,
68-79-28-80,0683-001-009,1,YES,1
68-79-28-80,0683-001-009,2,,
68-79-28-80,0683-001-009,3,,
81-82-35-91,0683-002-002,2,YES,1
10-61-49-52,0684-001-002,1,YES,1
10-61-49-52,0684-001-002,2,NO,
10-61-49-52,0684-001-002,3,,
34-20-14-19,0684-001-004,1,,
34-20-14-19,0684-001-004,2,YES,2
34-20-14-19,0684-001-004,3,,
61-41-06-82,0684-005-001,1,YES,1
61-41-06-82,0684-005-001,2,YES,1
61-41-06-82,0684-005-001,3,,
61-41-06-82,0684-005-001,4,,
61-41-06-82,0684-005-001,5,,
61-41-06-82,0684-005-001,6,,
61-41-06-82,0684-005-001,7,,
62-07-47-27,0684-005-002,1,YES,1
11-48-68-26,0685-001-001,1,NO,
11-48-68-26,0685-001-001,2,YES,1
11-48-68-26,0685-001-001,3,,
11-48-68-26,0685-001-001,4,,
11-48-68-26,0685-001-001,5,,
70-12-37-49,0686-001-001,1,YES,1
70-12-37-49,0686-001-001,2,YES,1
70-12-37-49,0686-001-001,3,,
70-12-37-49,0686-001-001,4,,
92-90-26-11,0687-001-001,1,YES,1
92-90-26-11,0687-001-001,2,YES,1
92-90-26-11,0687-001-001,3,,
92-90-26-11,0687-001-001,5,,
92-90-26-11,0687-001-001,6,,
60-98-45-79,0687-001-004,1,YES,1
98-48-13-81,0687-006-001,1,,
98-48-13-81,0687-006-001,2,YES,1
98-48-13-81,0687-006-001,3,,
04-78-48-50,0687-006-002,1,,
04-78-48-50,0687-006-002,2,YES,1
56-57-53-73,0688-001-001,1,NO,
56-57-53-73,0688-001-001,2,YES,1
56-57-53-73,0688-001-001,3,,
56-57-53-73,0688-001-001,4,,
56-57-53-73,0688-001-001,5,,
56-57-53-73,0688-001-001,6,,
23-06-93-51,0689-001-001,1,NO,
23-06-93-51,0689-001-001,2,YES,1
23-06-93-51,0689-001-001,3,YES,1
23-06-93-51,0689-001-001,5,,
23-06-93-51,0689-001-001,6,,
23-06-93-51,0689-001-001,9,,
23-06-93-51,0689-001-001,10,,
75-21-34-64,0689-001-008,1,YES,1
75-21-34-64,0689-001-008,2,,
75-21-34-64,0689-001-008,3,,
75-21-34-64,0689-001-008,4,,
95-06-93-41,0690-001-001,1,NO,
95-06-93-41,0690-001-001,2,YES,1
95-06-93-41,0690-001-001,4,,
72-15-33-17,0692-002-001,1,YES,1
72-15-33-17,0692-002-001,2,YES,1
72-15-33-17,0692-002-001,5,,
72-15-33-17,0692-002-001,6,,
72-15-33-17,0692-002-001,7,,
27-84-62-21,0694-001-001,1,YES,1
27-84-62-21,0694-001-001,2,YES,1
27-84-62-21,0694-001-001,3,,
27-84-62-21,0694-001-001,4,,
27-84-62-21,0694-001-001,5,,
27-84-62-21,0694-001-001,7,YES,1
27-84-62-21,0694-001-001,8,,
27-84-62-21,0694-001-001,9,,
91-33-85-80,0695-001-001,1,YES,1
91-33-85-80,0695-001-001,2,NO,
91-33-85-80,0695-001-001,3,YES,1
91-33-85-80,0695-001-001,4,NO,
91-33-85-80,0695-001-001,6,,
53-85-16-71,0695-004-001,1,YES,1
53-85-16-71,0695-004-001,2,YES,1
53-85-16-71,0695-004-001,4,,
53-85-16-71,0695-004-001,5,,
53-85-16-71,0695-004-001,6,,
53-85-16-71,0695-004-001,7,,
53-85-16-71,0695-004-001,9,,
53-85-16-71,0695-004-001,11,,
64-88-46-60,0695-004-003,1,YES,1
64-88-46-60,0695-004-003,2,NO,
64-88-46-60,0695-004-003,3,,
64-88-46-60,0695-004-003,4,,
78-20-87-66,0696-001-001,1,YES,1
60-53-18-73,0696-002-001,1,NO,
60-53-18-73,0696-002-001,2,NO,
60-53-18-73,0696-002-001,4,,
60-53-18-73,0696-002-001,5,,
96-88-18-26,0696-004-001,1,NO,
96-88-18-26,0696-004-001,2,NO,
96-88-18-26,0696-004-001,3,,
96-88-18-26,0696-004-001,4,,
96-88-18-26,0696-004-001,5,,
54-36-89-43,0697-001-001,1,YES,1
54-36-89-43,0697-001-001,2,YES,1
54-36-89-43,0697-001-001,3,YES,1
54-36-89-43,0697-001-001,4,,
71-47-26-16,0698-001-001,1,YES,1
71-47-26-16,0698-001-001,2,NO,
71-47-26-16,0698-001-001,3,,
71-47-26-16,0698-001-001,4,,
71-47-26-16,0698-001-001,6,,
71-47-26-16,0698-001-001,7,,
71-47-26-16,0698-001-001,8,,
84-43-61-13,0698-003-002,2,YES,1
84-43-61-13,0698-003-002,4,,
84-43-61-13,0698-003-002,5,,
84-43-61-13,0698-003-002,6,YES,1
04-80-76-28,0698-009-001,1,YES,1
04-80-76-28,0698-009-001,3,NO,
04-80-76-28,0698-009-001,4,,
04-80-76-28,0698-009-001,5,,
04-80-76-28,0698-009-001,6,,
04-80-76-28,0698-009-001,7,,
17-83-92-95,0699-001-001,1,YES,1
17-83-92-95,0699-001-001,3,,
17-83-92-95,0699-001-001,4,,
10-70-45-48,0700-001-001,1,,
10-70-45-48,0700-001-001,2,YES,1
10-70-45-48,0700-001-001,4,,
10-70-45-48,0700-001-001,5,,
10-70-45-48,0700-001-001,6,,
42-34-18-97,0701-003-001,1,YES,1
42-34-18-97,0701-003-001,2,YES,1
42-34-18-97,0701-003-001,3,,
42-34-18-97,0701-003-001,5,,
72-19-56-08,0702-001-001,1,,
72-19-56-08,0702-001-001,2,YES,1
72-19-56-08,0702-001-001,3,,
72-19-56-08,0702-001-001,4,,
72-19-56-08,0702-001-001,5,,
08-00-32-44,0703-001-001,1,,
08-00-32-44,0703-001-001,2,YES,1
08-00-32-44,0703-001-001,5,,
44-09-39-44,0705-002-001,1,,
44-09-39-44,0705-002-001,2,,
44-09-39-44,0705-002-001,7,,
44-09-39-44,0705-002-001,8,,
44-09-39-44,0705-002-001,9,,
44-09-39-44,0705-002-001,10,,
44-09-39-44,0705-002-001,11,,
44-09-39-44,0705-002-001,12,,
44-09-39-44,0705-002-001,13,,
44-09-39-44,0705-002-001,14,,
91-91-85-71,0706-002-001,1,YES,2
91-91-85-71,0706-002-001,2,,
91-91-85-71,0706-002-001,4,,
91-91-85-71,0706-002-001,6,,
08-56-40-01,0707-001-001,1,YES,1
08-56-40-01,0707-001-001,2,YES,1
08-56-40-01,0707-001-001,4,,
08-56-40-01,0707-001-001,5,,
08-56-40-01,0707-001-001,6,,
08-56-40-01,0707-001-001,7,,
08-56-40-01,0707-001-001,8,,
08-56-40-01,0707-001-001,9,,
08-56-40-01,0707-001-001,10,,
08-56-40-01,0707-001-001,11,,
08-56-40-01,0707-001-001,12,,
01-47-09-22,0707-001-003,1,YES,1
62-92-31-44,0707-002-001,1,YES,2
08-63-44-83,0708-002-001,1,YES,1
08-63-44-83,0708-002-001,2,YES,1
93-58-10-12,0709-001-001,1,YES,1
93-58-10-12,0709-001-001,3,YES,1
93-58-10-12,0709-001-001,4,NO,
97-33-73-50,0709-001-002,1,YES,2
97-33-73-50,0709-001-002,2,YES,2
97-33-73-50,0709-001-002,3,,
97-33-73-50,0709-001-002,4,,
97-33-73-50,0709-001-002,5,,
97-10-65-58,0710-001-001,1,YES,1
97-10-65-58,0710-001-001,2,NO,
97-10-65-58,0710-001-001,3,NO,
97-10-65-58,0710-001-001,4,,
97-10-65-58,0710-001-001,5,,
86-12-47-47,0710-003-001,1,NO,
86-12-47-47,0710-003-001,2,NO,
86-12-47-47,0710-003-001,4,,
86-12-47-47,0710-003-001,5,,
86-12-47-47,0710-003-001,6,,
86-12-47-47,0710-003-001,7,,
86-12-47-47,0710-003-001,8,,
86-12-47-47,0710-003-001,9,,
86-12-47-47,0710-003-001,10,,
86-12-47-47,0710-003-001,11,,
10-28-30-33,0710-003-003,1,YES,1
10-28-30-33,0710-003-003,2,YES,1
10-28-30-33,0710-003-003,3,NO,
10-28-30-33,0710-003-003,4,,
27-62-11-86,0710-004-001,1,,
27-62-11-86,0710-004-001,2,YES,1
27-62-11-86,0710-004-001,3,,
95-04-11-03,0711-001-003,5,YES,1
95-04-11-03,0711-001-003,6,YES,1
95-04-11-03,0711-001-003,7,,
95-04-11-03,0711-001-003,8,,
95-04-11-03,0711-001-003,9,,
95-04-11-03,0711-001-003,10,YES,1
23-44-89-46,0714-001-002,1,YES,1
23-44-89-46,0714-001-002,2,,
23-44-89-46,0714-001-002,3,NO,
23-44-89-46,0714-001-002,4,,
23-15-28-86,0715-001-001,1,YES,1
23-15-28-86,0715-001-001,2,YES,2
23-15-28-86,0715-001-001,3,,
23-15-28-86,0715-001-001,4,,
23-15-28-86,0715-001-001,5,,
55-95-90-52,0715-004-001,1,YES,1
55-95-90-52,0715-004-001,2,YES,1
55-95-90-52,0715-004-001,3,,
55-95-90-52,0715-004-001,4,,
42-21-63-58,0717-001-001,1,NO,
42-21-63-58,0717-001-001,2,NO,
42-21-63-58,0717-001-001,3,YES,1
42-21-63-58,0717-001-001,4,,
42-21-63-58,0717-001-001,5,,
42-21-63-58,0717-001-001,6,,
42-21-63-58,0717-001-001,7,NO,
42-21-63-58,0717-001-001,8,,
83-10-26-19,0718-001-001,1,YES,1
83-10-26-19,0718-001-001,2,YES,1
83-10-26-19,0718-001-001,3,YES,1
83-10-26-19,0718-001-001,4,,
83-10-26-19,0718-001-001,5,,
83-10-26-19,0718-001-001,6,,
83-10-26-19,0718-001-001,7,,
83-10-26-19,0718-001-001,8,,
83-10-26-19,0718-001-001,9,,
96-65-59-07,0718-003-001,1,,
96-65-59-07,0718-003-001,2,NO,
96-65-59-07,0718-003-001,3,,
96-65-59-07,0718-003-001,4,,
93-92-62-88,0718-010-001,1,YES,1
93-92-62-88,0718-010-001,2,NO,
93-92-62-88,0718-010-001,3,,
93-92-62-88,0718-010-001,4,,
93-92-62-88,0718-010-001,5,,
93-92-62-88,0718-010-001,6,,
93-92-62-88,0718-010-001,7,,
93-92-62-88,0718-010-001,8,,
93-92-62-88,0718-010-001,10,,
93-92-62-88,0718-010-001,11,,
88-78-07-94,0719-001-001,1,,
88-78-07-94,0719-001-001,2,NO,
88-78-07-94,0719-001-001,3,,
88-78-07-94,0719-001-001,4,,
88-78-07-94,0719-001-001,5,,
88-78-07-94,0719-001-001,6,YES,1
88-78-07-94,0719-001-001,7,,
88-78-07-94,0719-001-001,8,,
02-98-67-18,0720-001-001,1,YES,1
02-98-67-18,0720-001-001,2,YES,1
02-98-67-18,0720-001-001,3,,
02-98-67-18,0720-001-001,4,,
02-98-67-18,0720-001-001,5,,
02-98-67-18,0720-001-001,6,,
02-98-67-18,0720-001-001,7,,
02-98-67-18,0720-001-001,8,,
02-98-67-18,0720-001-001,10,,
02-98-67-18,0720-001-001,12,YES,1
02-98-67-18,0720-001-001,13,,
02-98-67-18,0720-001-001,14,,
02-98-67-18,0720-001-001,15,YES,1
02-98-67-18,0720-001-001,16,,
01-38-32-24,0720-001-011,1,NO,
01-38-32-24,0720-001-011,2,NO,
01-38-32-24,0720-001-011,3,NO,
01-38-32-24,0720-001-011,4,NO,
01-38-32-24,0720-001-011,5,YES,1
01-38-32-24,0720-001-011,6,YES,1
01-38-32-24,0720-001-011,7,YES,1
01-38-32-24,0720-001-011,8,,
01-38-32-24,0720-001-011,9,,
01-38-32-24,0720-001-011,10,,
01-38-32-24,0720-001-011,11,,
01-38-32-24,0720-001-011,12,,
01-38-32-24,0720-001-011,13,,
01-38-32-24,0720-001-011,14,,
01-38-32-24,0720-001-011,15,,
01-38-32-24,0720-001-011,16,,
01-38-32-24,0720-001-011,17,,
35-71-36-18,0720-010-001,1,YES,1
35-71-36-18,0720-010-001,2,,
35-71-36-18,0720-010-001,3,NO,
35-71-36-18,0720-010-001,4,,
35-71-36-18,0720-010-001,5,,
35-71-36-18,0720-010-001,12,,
35-71-36-18,0720-010-001,13,,
35-71-36-18,0720-010-001,14,,
35-71-36-18,0720-010-001,15,,
89-74-22-66,0720-010-006,1,YES,1
89-74-22-66,0720-010-006,2,YES,1
89-74-22-66,0720-010-006,3,,
89-74-22-66,0720-010-006,4,,
89-74-22-66,0720-010-006,5,,
89-74-22-66,0720-010-006,6,,
89-74-22-66,0720-010-006,7,,
89-74-22-66,0720-010-006,8,,
89-74-22-66,0720-010-006,9,,
89-74-22-66,0720-010-006,10,,
89-74-22-66,0720-010-006,11,,
64-88-68-03,0720-015-001,1,YES,1
64-88-68-03,0720-015-001,2,NO,
64-88-68-03,0720-015-001,7,,
64-88-68-03,0720-015-001,8,,
64-88-68-03,0720-015-001,9,,
64-88-68-03,0720-015-001,10,,
78-89-11-25,0720-015-003,1,YES,1
78-89-11-25,0720-015-003,2,YES,1
78-89-11-25,0720-015-003,3,,
78-89-11-25,0720-015-003,4,,
36-91-51-52,0720-015-004,1,,
36-91-51-52,0720-015-004,2,YES,1
36-91-51-52,0720-015-004,3,,
29-58-22-46,0721-002-001,1,,
29-58-22-46,0721-002-001,2,YES,1
29-58-22-46,0721-002-001,3,YES,1
29-58-22-46,0721-002-001,4,,
29-58-22-46,0721-002-001,5,,
29-58-22-46,0721-002-001,6,,
29-58-22-46,0721-002-001,7,,
29-58-22-46,0721-002-001,8,,
29-58-22-46,0721-002-001,9,,
29-58-22-46,0721-002-001,10,,
29-58-22-46,0721-002-001,11,,
29-58-22-46,0721-002-001,12,,
19-95-64-63,0722-001-001,1,NO,
19-95-64-63,0722-001-001,2,NO,
19-95-64-63,0722-001-001,3,NO,
19-95-64-63,0722-001-001,4,,
19-95-64-63,0722-001-001,5,,
19-95-64-63,0722-001-001,6,,
19-95-64-63,0722-001-001,7,,
19-95-64-63,0722-001-001,8,,
19-95-64-63,0722-001-001,9,,
19-95-64-63,0722-001-001,10,,
00-12-69-11,0723-001-001,1,NO,
00-12-69-11,0723-001-001,2,NO,
00-12-69-11,0723-001-001,3,,
00-12-69-11,0723-001-001,4,,
00-12-69-11,0723-001-001,6,,
73-62-20-14,0724-001-001,1,YES,1
73-62-20-14,0724-001-001,2,NO,
47-46-81-24,0724-002-001,1,YES,1
47-46-81-24,0724-002-001,2,,
47-46-81-24,0724-002-001,3,,
47-46-81-24,0724-002-001,6,NO,
47-46-81-24,0724-002-001,7,,
47-46-81-24,0724-002-001,9,,
47-46-81-24,0724-002-001,10,,
23-09-64-22,0725-001-001,1,YES,1
23-09-64-22,0725-001-001,2,YES,1
23-09-64-22,0725-001-001,3,,
23-09-64-22,0725-001-001,4,,
23-09-64-22,0725-001-001,5,,
23-09-64-22,0725-001-001,6,,
23-09-64-22,0725-001-001,8,,
23-09-64-22,0725-001-001,9,,
47-68-48-21,0725-004-001,1,YES,1
47-68-48-21,0725-004-001,2,NO,
47-68-48-21,0725-004-001,3,,
47-68-48-21,0725-004-001,4,,
83-43-91-36,0726-001-001,1,YES,1
83-43-91-36,0726-001-001,3,,
83-43-91-36,0726-001-001,4,,
83-43-91-36,0726-001-001,5,NO,
83-43-91-36,0726-001-001,6,,
83-43-91-36,0726-001-001,7,,
52-19-00-24,0726-004-001,1,YES,1
52-19-00-24,0726-004-001,2,NO,
52-19-00-24,0726-004-001,5,,
52-19-00-24,0726-004-001,7,,
72-19-77-76,0726-004-006,1,,
72-19-77-76,0726-004-006,2,NO,
71-44-85-61,0727-001-001,1,YES,1
71-44-85-61,0727-001-001,2,NO,
71-44-85-61,0727-001-001,3,,
71-44-85-61,0727-001-001,4,,
71-44-85-61,0727-001-001,5,,
87-68-89-36,0729-001-002,2,,
87-68-89-36,0729-001-002,3,,
87-68-89-36,0729-001-002,4,YES,1
87-68-89-36,0729-001-002,5,,
87-68-89-36,0729-001-002,6,,
87-68-89-36,0729-001-002,7,,
87-68-89-36,0729-001-002,8,,
87-68-89-36,0729-001-002,9,,
87-68-89-36,0729-001-002,10,,
87-68-89-36,0729-001-002,11,,
53-00-35-57,0729-003-001,1,YES,1
53-00-35-57,0729-003-001,2,YES,1
53-00-35-57,0729-003-001,3,,
53-00-35-57,0729-003-001,4,,
53-00-35-57,0729-003-001,5,,
53-00-35-57,0729-003-001,6,,
53-00-35-57,0729-003-001,7,,
70-01-13-20,0729-004-001,1,YES,1
70-01-13-20,0729-004-001,2,NO,
70-01-13-20,0729-004-001,3,,
70-01-13-20,0729-004-001,5,,
70-01-13-20,0729-004-001,6,,
70-01-13-20,0729-004-001,7,,
70-01-13-20,0729-004-001,8,,
41-67-65-60,0731-001-001,1,,
41-67-65-60,0731-001-001,2,NO,
41-67-65-60,0731-001-001,4,,
41-67-65-60,0731-001-001,5,,
93-89-30-03,0731-001-003,1,NO,
93-89-30-03,0731-001-003,2,,
93-89-30-03,0731-001-003,3,,
59-42-39-17,0732-001-001,1,NO,
59-42-39-17,0732-001-001,3,,
59-42-39-17,0732-001-001,5,,
59-42-39-17,0732-001-001,6,,
63-80-38-30,0733-001-001,1,YES,1
63-80-38-30,0733-001-001,2,NO,
63-80-38-30,0733-001-001,3,,
63-80-38-30,0733-001-001,4,,
63-80-38-30,0733-001-001,5,,
63-80-38-30,0733-001-001,6,,
63-80-38-30,0733-001-001,7,,
63-80-38-30,0733-001-001,8,,
63-80-38-30,0733-001-001,9,,
16-05-60-08,0734-001-001,1,YES,1
16-05-60-08,0734-001-001,2,YES,1
16-05-60-08,0734-001-001,3,,
16-05-60-08,0734-001-001,4,,
16-05-60-08,0734-001-001,5,,
16-05-60-08,0734-001-001,6,,
16-05-60-08,0734-001-001,7,,
42-11-43-73,0736-001-001,1,YES,2
42-11-43-73,0736-001-001,2,YES,1
42-11-43-73,0736-001-001,3,,
42-11-43-73,0736-001-001,4,,
42-11-43-73,0736-001-001,5,,
42-11-43-73,0736-001-001,6,YES,1
42-11-43-73,0736-001-001,7,,
42-11-43-73,0736-001-001,8,,
05-65-41-70,0736-003-001,1,YES,1
05-65-41-70,0736-003-001,2,,
05-65-41-70,0736-003-001,7,NO,
05-65-41-70,0736-003-001,8,NO,
05-65-41-70,0736-003-001,11,YES,1
05-65-41-70,0736-003-001,13,NO,
05-65-41-70,0736-003-001,14,,
05-65-41-70,0736-003-001,15,,
05-65-41-70,0736-003-001,16,,
05-65-41-70,0736-003-001,17,,
05-65-41-70,0736-003-001,18,,
05-65-41-70,0736-003-001,19,,
05-65-41-70,0736-003-001,20,,
05-65-41-70,0736-003-001,21,,
05-65-41-70,0736-003-001,22,,
84-20-01-44,0736-003-003,1,,
84-20-01-44,0736-003-003,2,NO,
84-20-01-44,0736-003-003,3,,
84-20-01-44,0736-003-003,4,,
84-20-01-44,0736-003-003,5,,
61-19-90-97,0736-003-004,1,,
61-19-90-97,0736-003-004,2,NO,
61-19-90-97,0736-003-004,3,,
31-03-28-85,0736-003-005,1,YES,1
31-03-28-85,0736-003-005,2,YES,1
31-03-28-85,0736-003-005,3,,
99-14-00-70,0736-003-006,1,YES,1
99-14-00-70,0736-003-006,2,YES,1
99-14-00-70,0736-003-006,3,,
99-14-00-70,0736-003-006,4,,
97-65-53-21,0737-001-001,1,NO,
97-65-53-21,0737-001-001,2,YES,1
97-65-53-21,0737-001-001,5,,
97-65-53-21,0737-001-001,7,,
97-65-53-21,0737-001-001,8,,
97-65-53-21,0737-001-001,9,,
97-65-53-21,0737-001-001,10,,
08-34-94-62,0738-001-001,1,YES,1
08-34-94-62,0738-001-001,2,YES,1
08-34-94-62,0738-001-001,3,,
08-34-94-62,0738-001-001,5,,
08-34-94-62,0738-001-001,6,,
08-34-94-62,0738-001-001,7,,
25-22-14-90,0739-001-001,1,YES,1
25-22-14-90,0739-001-001,2,YES,1
25-22-14-90,0739-001-001,3,,
25-22-14-90,0739-001-001,4,,
71-49-87-81,0740-001-001,1,YES,1
71-49-87-81,0740-001-001,2,NO,
71-49-87-81,0740-001-001,6,,
71-49-87-81,0740-001-001,7,YES,1
71-49-87-81,0740-001-001,9,,
71-49-87-81,0740-001-001,10,,
71-49-87-81,0740-001-001,12,,
71-49-87-81,0740-001-001,13,,
71-49-87-81,0740-001-001,14,NO,
71-49-87-81,0740-001-001,15,,
71-49-87-81,0740-001-001,16,,
46-44-66-21,0740-003-001,1,,
46-44-66-21,0740-003-001,2,YES,1
46-44-66-21,0740-003-001,3,YES,1
46-44-66-21,0740-003-001,4,,
46-44-66-21,0740-003-001,5,,
46-44-66-21,0740-003-001,6,,
09-76-22-49,0741-001-001,1,NO,
09-76-22-49,0741-001-001,2,NO,
09-76-22-49,0741-001-001,5,,
09-76-22-49,0741-001-001,6,,
09-76-22-49,0741-001-001,7,,
09-76-22-49,0741-001-001,8,,
09-76-22-49,0741-001-001,9,,
14-06-51-04,0741-001-004,1,YES,1
14-06-51-04,0741-001-004,2,NO,
14-06-51-04,0741-001-004,3,,
50-01-48-22,0742-001-001,1,NO,
50-01-48-22,0742-001-001,2,NO,
50-01-48-22,0742-001-001,3,YES,1
50-01-48-22,0742-001-001,4,,
50-01-48-22,0742-001-001,5,,
50-01-48-22,0742-001-001,7,,
50-01-48-22,0742-001-001,10,NO,
50-01-48-22,0742-001-001,11,,
50-01-48-22,0742-001-001,12,,
94-01-64-67,0742-006-001,1,YES,2
94-01-64-67,0742-006-001,2,YES,1
94-01-64-67,0742-006-001,4,,
94-01-64-67,0742-006-001,5,,
94-01-64-67,0742-006-001,6,,
33-09-53-23,0742-006-003,1,,
33-09-53-23,0742-006-003,2,YES,1
33-09-53-23,0742-006-003,3,,
33-09-53-23,0742-006-003,4,,
33-09-53-23,0742-006-003,5,,
33-09-53-23,0742-006-003,6,,
33-09-53-23,0742-006-003,7,,
33-09-53-23,0742-006-003,8,NO,
33-09-53-23,0742-006-003,9,,
54-99-39-86,0743-001-001,1,YES,1
54-99-39-86,0743-001-001,3,YES,1
54-99-39-86,0743-001-001,4,,
54-99-39-86,0743-001-001,5,,
54-99-39-86,0743-001-001,6,,
54-99-39-86,0743-001-001,7,,
54-99-39-86,0743-001-001,8,,
82-79-20-90,0743-001-002,1,YES,1
82-79-20-90,0743-001-002,2,NO,
82-79-20-90,0743-001-002,3,,
11-42-87-71,0744-001-001,1,NO,
11-42-87-71,0744-001-001,2,YES,1
11-42-87-71,0744-001-001,4,,
11-42-87-71,0744-001-001,7,,
51-16-66-10,0744-003-001,1,YES,1
51-16-66-10,0744-003-001,2,YES,1
43-11-94-86,0744-005-002,2,NO,
43-11-94-86,0744-005-002,3,,
43-11-94-86,0744-005-002,4,,
43-11-94-86,0744-005-002,5,,
43-11-94-86,0744-005-002,6,,
43-11-94-86,0744-005-002,7,NO,
43-11-94-86,0744-005-002,8,,
83-40-04-19,0745-001-001,1,YES,1
83-40-04-19,0745-001-001,2,NO,
83-40-04-19,0745-001-001,5,NO,
83-40-04-19,0745-001-001,6,,
83-40-04-19,0745-001-001,7,,
83-40-04-19,0745-001-001,8,,
83-40-04-19,0745-001-001,9,,
83-40-04-19,0745-001-001,10,,
83-40-04-19,0745-001-001,11,,
83-40-04-19,0745-001-001,12,,
83-40-04-19,0745-001-001,13,,
30-77-22-01,0746-001-001,1,YES,1
30-77-22-01,0746-001-001,2,NO,
30-77-22-01,0746-001-001,3,,
30-77-22-01,0746-001-001,4,,
30-77-22-01,0746-001-001,5,,
30-77-22-01,0746-001-001,6,,
30-77-22-01,0746-001-001,9,,
30-77-22-01,0746-001-001,10,,
30-77-22-01,0746-001-001,11,,
31-95-03-62,0747-001-001,1,YES,1
31-95-03-62,0747-001-001,2,,
31-95-03-62,0747-001-001,4,,
31-95-03-62,0747-001-001,6,,
31-95-03-62,0747-001-001,7,,
90-66-22-54,0748-001-001,1,,
90-66-22-54,0748-001-001,2,NO,
90-66-22-54,0748-001-001,3,NO,
90-66-22-54,0748-001-001,5,,
90-66-22-54,0748-001-001,7,,
90-66-22-54,0748-001-001,9,,
90-66-22-54,0748-001-001,10,,
40-92-93-80,0748-006-001,1,NO,
40-92-93-80,0748-006-001,3,,
40-92-93-80,0748-006-001,4,NO,
40-92-93-80,0748-006-001,5,,
40-92-93-80,0748-006-001,6,,
40-92-93-80,0748-006-001,7,,
40-92-93-80,0748-006-001,9,,
40-92-93-80,0748-006-001,10,,
40-92-93-80,0748-006-001,11,,
20-93-75-06,0749-001-001,1,YES,1
20-93-75-06,0749-001-001,3,YES,1
20-93-75-06,0749-001-001,4,,
20-93-75-06,0749-001-001,5,,
20-93-75-06,0749-001-001,6,,
39-72-67-30,0749-002-001,1,YES,1
39-72-67-30,0749-002-001,2,,
14-38-94-33,0749-003-001,1,YES,1
14-38-94-33,0749-003-001,2,,
14-38-94-33,0749-003-001,3,YES,1
14-38-94-33,0749-003-001,4,,
14-38-94-33,0749-003-001,5,,
85-80-93-27,0750-001-001,1,,
85-80-93-27,0750-001-001,2,NO,
85-80-93-27,0750-001-001,3,,
85-80-93-27,0750-001-001,4,,
40-49-15-42,0751-001-001,1,YES,1
40-49-15-42,0751-001-001,3,,
40-49-15-42,0751-001-001,4,,
40-49-15-42,0751-001-001,5,,
40-49-15-42,0751-001-001,8,YES,1
29-63-19-27,0751-001-002,1,,
29-63-19-27,0751-001-002,2,YES,1
29-63-19-27,0751-001-002,3,YES,1
29-63-19-27,0751-001-002,4,,
29-63-19-27,0751-001-002,5,,
29-63-19-27,0751-001-002,6,,
29-63-19-27,0751-001-002,7,,
29-63-19-27,0751-001-002,8,,
17-99-56-15,0751-001-009,1,,
17-99-56-15,0751-001-009,2,YES,1
17-99-56-15,0751-001-009,3,,
25-72-15-56,0752-001-001,1,NO,
25-72-15-56,0752-001-001,2,NO,
25-72-15-56,0752-001-001,3,NO,
25-72-15-56,0752-001-001,4,YES,1
25-72-15-56,0752-001-001,6,YES,1
25-72-15-56,0752-001-001,8,,
25-72-15-56,0752-001-001,10,,
25-72-15-56,0752-001-001,11,,
25-72-15-56,0752-001-001,12,,
25-72-15-56,0752-001-001,13,,
25-72-15-56,0752-001-001,14,,
25-72-15-56,0752-001-001,15,,
25-72-15-56,0752-001-001,16,,
25-72-15-56,0752-001-001,17,,
25-72-15-56,0752-001-001,20,NO,
25-72-15-56,0752-001-001,21,,
25-72-15-56,0752-001-001,22,,
25-72-15-56,0752-001-001,23,,
25-72-15-56,0752-001-001,24,,
25-72-15-56,0752-001-001,25,,
25-72-15-56,0752-001-001,26,,
25-72-15-56,0752-001-001,27,,
25-72-15-56,0752-001-001,28,YES,1
25-72-15-56,0752-001-001,29,,
89-85-01-84,0752-004-001,1,YES,1
89-85-01-84,0752-004-001,2,NO,
89-85-01-84,0752-004-001,3,NO,
89-85-01-84,0752-004-001,6,NO,
89-85-01-84,0752-004-001,7,,
89-85-01-84,0752-004-001,8,,
89-85-01-84,0752-004-001,9,,
89-85-01-84,0752-004-001,10,,
89-85-01-84,0752-004-001,11,,
89-85-01-84,0752-004-001,12,,
89-85-01-84,0752-004-001,13,,
89-85-01-84,0752-004-001,14,,
89-85-01-84,0752-004-001,15,,
