interview__key,sdd_hhid,sdd_indid,hh_f01,hh_f02,hh_f03,hh_f04,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15
49-17-08-99,0573-001-003,19,NO,,,,,,,,,,,,,,
92-86-58-31,0573-001-006,1,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
92-86-58-31,0573-001-006,2,NO,,,,,,,,,,,,,,
92-86-58-31,0573-001-006,3,NO,,,,,,,,,,,,,,
92-86-58-31,0573-001-006,4,NO,,,,,,,,,,,,,,
92-86-58-31,0573-001-006,5,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,1,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,2,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,3,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,6,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,7,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,8,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,9,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,10,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,11,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,12,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,14,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,17,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,21,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,22,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,23,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,24,NO,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,25,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,1,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,2,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,3,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,4,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,5,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,6,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,7,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,8,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,9,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,10,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,11,YES,YES,1500,NO,,NO,,NO,,YES,600,NO,,NO,
42-98-59-24,0573-003-004,12,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,13,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,14,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,15,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,16,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,17,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,18,YES,YES,1500,NO,,NO,,NO,,YES,1000,NO,,NO,
42-98-59-24,0573-003-004,19,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,20,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,21,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,22,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,23,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,24,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,25,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,26,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,27,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,28,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,29,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,30,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,31,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,32,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,33,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,34,NO,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,35,NO,,,,,,,,,,,,,,
43-12-35-35,0573-003-005,1,NO,,,,,,,,,,,,,,
43-12-35-35,0573-003-005,2,NO,,,,,,,,,,,,,,
43-12-35-35,0573-003-005,3,NO,,,,,,,,,,,,,,
43-12-35-35,0573-003-005,4,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,1,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,2,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,3,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,4,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,5,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,6,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,7,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,8,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,9,NO,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,10,NO,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,1,NO,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,2,NO,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,4,YES,YES,,,,,,,,,,,,,
06-06-62-86,0573-006-001,6,YES,YES,28000,NO,,NO,,NO,,NO,,NO,,NO,
06-06-62-86,0573-006-001,7,NO,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,8,NO,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,12,NO,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,1,NO,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,2,NO,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,3,NO,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,4,NO,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,5,NO,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,6,NO,,,,,,,,,,,,,,
97-37-90-23,0573-006-009,1,NO,,,,,,,,,,,,,,
97-37-90-23,0573-006-009,2,NO,,,,,,,,,,,,,,
89-23-01-64,0574-001-001,1,NO,,,,,,,,,,,,,,
89-23-01-64,0574-001-001,2,NO,,,,,,,,,,,,,,
89-23-01-64,0574-001-001,3,NO,,,,,,,,,,,,,,
89-23-01-64,0574-001-001,4,NO,,,,,,,,,,,,,,
40-69-36-56,0575-001-001,1,YES,NO,,NO,,NO,,NO,,YES,4000,NO,,NO,
40-69-36-56,0575-001-001,2,YES,YES,500,NO,,YES,500,NO,,NO,,NO,,NO,
40-69-36-56,0575-001-001,4,NO,,,,,,,,,,,,,,
40-69-36-56,0575-001-001,5,YES,YES,500,NO,,NO,,NO,,NO,,NO,,NO,
37-88-75-54,0576-001-001,1,NO,,,,,,,,,,,,,,
37-88-75-54,0576-001-001,3,NO,,,,,,,,,,,,,,
37-88-75-54,0576-001-001,4,NO,,,,,,,,,,,,,,
37-88-75-54,0576-001-001,5,NO,,,,,,,,,,,,,,
37-88-75-54,0576-001-001,6,NO,,,,,,,,,,,,,,
71-32-15-08,0576-001-002,1,NO,,,,,,,,,,,,,,
71-32-15-08,0576-001-002,2,NO,,,,,,,,,,,,,,
71-32-15-08,0576-001-002,3,NO,,,,,,,,,,,,,,
71-32-15-08,0576-001-002,5,NO,,,,,,,,,,,,,,
34-75-80-11,0577-001-002,2,NO,,,,,,,,,,,,,,
99-75-42-97,0578-001-001,1,YES,YES,7000,NO,,NO,,NO,,YES,1800,NO,,NO,
99-75-42-97,0578-001-001,2,NO,,,,,,,,,,,,,,
99-75-42-97,0578-001-001,3,NO,,,,,,,,,,,,,,
99-75-42-97,0578-001-001,4,NO,,,,,,,,,,,,,,
41-29-51-24,0580-001-001,1,NO,,,,,,,,,,,,,,
41-29-51-24,0580-001-001,2,NO,,,,,,,,,,,,,,
41-29-51-24,0580-001-001,3,NO,,,,,,,,,,,,,,
41-29-51-24,0580-001-001,4,NO,,,,,,,,,,,,,,
41-29-51-24,0580-001-001,5,NO,,,,,,,,,,,,,,
63-31-46-66,0580-004-001,1,YES,YES,15000,NO,,NO,,NO,,YES,5000,NO,,NO,
63-31-46-66,0580-004-001,2,NO,,,,,,,,,,,,,,
63-31-46-66,0580-004-001,3,NO,,,,,,,,,,,,,,
63-31-46-66,0580-004-001,4,NO,,,,,,,,,,,,,,
44-48-46-77,0581-001-001,1,YES,YES,1500,NO,,NO,,YES,4000,YES,1000,NO,,NO,
44-48-46-77,0581-001-001,2,NO,,,,,,,,,,,,,,
44-48-46-77,0581-001-001,3,NO,,,,,,,,,,,,,,
44-48-46-77,0581-001-001,4,,,,,,,,,,,,,,,
01-70-68-94,0582-001-001,1,NO,,,,,,,,,,,,,,
01-70-68-94,0582-001-001,2,NO,,,,,,,,,,,,,,
01-70-68-94,0582-001-001,3,NO,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,1,YES,YES,14000,YES,9000,NO,,NO,,YES,3000,NO,,YES,3000
94-08-85-82,0583-001-001,2,NO,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,4,NO,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,5,NO,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,6,NO,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,7,NO,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,8,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,1,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,2,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,3,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,4,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,5,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,6,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,7,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,10,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,11,NO,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,12,NO,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,1,YES,NO,,NO,,NO,,NO,,YES,2000,NO,,NO,
89-16-16-87,0585-001-001,2,NO,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,5,NO,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,6,NO,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,7,YES,NO,,NO,,NO,,NO,,NO,,YES,1200,NO,
89-16-16-87,0585-001-001,8,NO,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,9,NO,,,,,,,,,,,,,,
76-83-41-82,0585-001-003,1,NO,,,,,,,,,,,,,,
76-83-41-82,0585-001-003,2,NO,,,,,,,,,,,,,,
76-83-41-82,0585-001-003,3,NO,,,,,,,,,,,,,,
96-39-75-25,0586-001-001,1,NO,,,,,,,,,,,,,,
96-39-75-25,0586-001-001,2,YES,YES,12000,NO,,YES,5000,NO,,NO,,NO,,NO,
96-39-75-25,0586-001-001,4,NO,,,,,,,,,,,,,,
96-39-75-25,0586-001-001,6,NO,,,,,,,,,,,,,,
95-82-35-73,0586-003-001,1,NO,,,,,,,,,,,,,,
95-82-35-73,0586-003-001,2,NO,,,,,,,,,,,,,,
95-82-35-73,0586-003-001,3,NO,,,,,,,,,,,,,,
95-82-35-73,0586-003-001,4,YES,YES,1500,NO,,NO,,NO,,NO,,NO,,NO,
95-82-35-73,0586-003-001,5,NO,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,1,YES,YES,42000,NO,,NO,,NO,,NO,,NO,,NO,
61-66-15-53,0588-001-001,2,NO,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,3,NO,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,4,NO,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,5,NO,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,6,NO,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,1,NO,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,2,NO,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,3,NO,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,8,NO,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,9,NO,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,10,NO,,,,,,,,,,,,,,
81-91-49-78,0589-001-006,1,YES,NO,,NO,,NO,,NO,,YES,5000,NO,,NO,
81-91-49-78,0589-001-006,2,NO,,,,,,,,,,,,,,
81-91-49-78,0589-001-006,3,NO,,,,,,,,,,,,,,
81-91-49-78,0589-001-006,4,NO,,,,,,,,,,,,,,
81-91-49-78,0589-001-006,5,NO,,,,,,,,,,,,,,
81-91-49-78,0589-001-006,6,NO,,,,,,,,,,,,,,
60-23-79-10,0589-007-001,1,YES,YES,6000,NO,,NO,,NO,,YES,5000,NO,,NO,
60-23-79-10,0589-007-001,2,YES,YES,26000,YES,5000,NO,,NO,,YES,2000,NO,,NO,
60-23-79-10,0589-007-001,4,NO,,,,,,,,,,,,,,
60-23-79-10,0589-007-001,5,YES,YES,48000,NO,,NO,,NO,,NO,,NO,,NO,
60-23-79-10,0589-007-001,6,YES,YES,42000,NO,,NO,,NO,,NO,,NO,,NO,
02-23-21-86,0589-007-003,2,YES,YES,4000,NO,,NO,,NO,,YES,1800,NO,,NO,
02-23-21-86,0589-007-003,3,NO,,,,,,,,,,,,,,
35-07-93-93,0589-008-001,1,YES,YES,12000,NO,,NO,,NO,,NO,,NO,,NO,
35-07-93-93,0589-008-001,2,NO,,,,,,,,,,,,,,
35-07-93-93,0589-008-001,3,NO,,,,,,,,,,,,,,
35-07-93-93,0589-008-001,4,NO,,,,,,,,,,,,,,
09-30-70-26,0590-001-001,1,YES,YES,24000,YES,10000,NO,,YES,20000,YES,7000,NO,,NO,
91-16-58-62,0590-001-002,1,YES,YES,12000,NO,,NO,,NO,,YES,6000,NO,,NO,
91-16-58-62,0590-001-002,2,NO,,,,,,,,,,,,,,
91-16-58-62,0590-001-002,3,NO,,,,,,,,,,,,,,
91-16-58-62,0590-001-002,4,NO,,,,,,,,,,,,,,
91-16-58-62,0590-001-002,5,NO,,,,,,,,,,,,,,
48-55-92-72,0591-001-001,1,YES,YES,42000,NO,,NO,,NO,,NO,,NO,,NO,
48-55-92-72,0591-001-001,2,YES,NO,,YES,500,NO,,NO,,NO,,YES,200,NO,
48-55-92-72,0591-001-001,3,YES,YES,42000,NO,,NO,,NO,,NO,,NO,,NO,
48-55-92-72,0591-001-001,4,NO,,,,,,,,,,,,,,
48-55-92-72,0591-001-001,5,NO,,,,,,,,,,,,,,
48-55-92-72,0591-001-001,6,NO,,,,,,,,,,,,,,
48-55-92-72,0591-001-001,7,NO,,,,,,,,,,,,,,
48-55-92-72,0591-001-001,8,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,1,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,2,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,3,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,4,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,5,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,6,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,7,NO,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,8,YES,YES,4000,NO,,NO,,NO,,NO,,NO,,NO,
87-24-38-48,0593-001-001,1,NO,,,,,,,,,,,,,,
87-24-38-48,0593-001-001,2,NO,,,,,,,,,,,,,,
87-24-38-48,0593-001-001,3,NO,,,,,,,,,,,,,,
87-24-38-48,0593-001-001,4,NO,,,,,,,,,,,,,,
87-24-38-48,0593-001-001,5,NO,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,1,NO,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,2,NO,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,3,NO,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,4,NO,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,5,YES,NO,,NO,,NO,,NO,,YES,500,NO,,NO,
23-51-18-38,0593-002-001,6,NO,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,7,NO,,,,,,,,,,,,,,
99-53-65-08,0593-004-001,1,YES,YES,10000,NO,,NO,,NO,,YES,1000,NO,,NO,
99-53-65-08,0593-004-001,2,YES,YES,10000,NO,,NO,,NO,,YES,500,NO,,NO,
99-53-65-08,0593-004-001,3,YES,YES,5000,NO,,NO,,NO,,NO,,YES,2000,NO,
27-02-40-45,0593-005-001,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
27-02-40-45,0593-005-001,2,NO,,,,,,,,,,,,,,
27-02-40-45,0593-005-001,3,YES,YES,6000,NO,,NO,,NO,,YES,500,NO,,NO,
27-02-40-45,0593-005-001,4,YES,YES,15000,NO,,NO,,NO,,YES,3000,NO,,NO,
27-02-40-45,0593-005-001,5,YES,NO,,NO,,NO,,NO,,YES,500,NO,,NO,
27-02-40-45,0593-005-001,7,YES,YES,6000,NO,,NO,,NO,,YES,1500,NO,,NO,
65-21-27-08,0593-005-008,1,YES,YES,2500,NO,,NO,,NO,,YES,500,NO,,NO,
65-21-27-08,0593-005-008,2,NO,,,,,,,,,,,,,,
65-21-27-08,0593-005-008,3,YES,YES,3500,NO,,NO,,NO,,NO,,NO,,NO,
65-21-27-08,0593-005-008,4,YES,YES,3000,NO,,NO,,NO,,NO,,YES,400,NO,
65-21-27-08,0593-005-008,5,YES,YES,2000,NO,,NO,,NO,,NO,,YES,200,NO,
79-42-79-69,0595-001-001,1,YES,NO,,NO,,NO,,NO,,NO,,NO,,YES,1000
79-42-79-69,0595-001-001,2,NO,,,,,,,,,,,,,,
79-42-79-69,0595-001-001,3,NO,,,,,,,,,,,,,,
79-42-79-69,0595-001-001,4,NO,,,,,,,,,,,,,,
79-42-79-69,0595-001-001,5,NO,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,1,NO,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,2,NO,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,3,NO,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,4,NO,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,5,NO,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,6,NO,,,,,,,,,,,,,,
82-14-82-19,0596-003-001,1,YES,YES,3000,NO,,NO,,NO,,YES,1000,NO,,NO,
82-14-82-19,0596-003-001,2,NO,,,,,,,,,,,,,,
82-14-82-19,0596-003-001,3,NO,,,,,,,,,,,,,,
82-14-82-19,0596-003-001,4,NO,,,,,,,,,,,,,,
35-87-73-75,0597-001-001,1,YES,YES,10000,NO,,NO,,NO,,NO,,NO,,NO,
35-87-73-75,0597-001-001,2,YES,YES,3000,YES,2000,NO,,NO,,YES,1500,NO,,NO,
35-87-73-75,0597-001-001,3,YES,YES,1000,NO,,NO,,NO,,NO,,NO,,NO,
35-87-73-75,0597-001-001,4,YES,YES,1500,NO,,NO,,NO,,NO,,YES,200,NO,
35-87-73-75,0597-001-001,5,YES,YES,1000,NO,,NO,,NO,,NO,,NO,,NO,
35-87-73-75,0597-001-001,6,NO,,,,,,,,,,,,,,
90-31-84-80,0598-001-001,1,YES,YES,1500,NO,,NO,,NO,,NO,,NO,,NO,
90-31-84-80,0598-001-001,2,YES,YES,1500,NO,,NO,,NO,,NO,,NO,,NO,
90-31-84-80,0598-001-001,3,NO,,,,,,,,,,,,,,
90-31-84-80,0598-001-001,4,NO,,,,,,,,,,,,,,
90-31-84-80,0598-001-001,5,NO,,,,,,,,,,,,,,
90-31-84-80,0598-001-001,6,NO,,,,,,,,,,,,,,
79-15-68-02,0599-001-001,1,NO,,,,,,,,,,,,,,
79-15-68-02,0599-001-001,2,NO,,,,,,,,,,,,,,
79-15-68-02,0599-001-001,3,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
79-15-68-02,0599-001-001,4,NO,,,,,,,,,,,,,,
79-15-68-02,0599-001-001,5,NO,,,,,,,,,,,,,,
79-15-68-02,0599-001-001,6,NO,,,,,,,,,,,,,,
39-51-58-76,0600-001-001,1,NO,,,,,,,,,,,,,,
39-51-58-76,0600-001-001,2,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
39-51-58-76,0600-001-001,3,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
39-51-58-76,0600-001-001,4,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
39-51-58-76,0600-001-001,5,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
39-51-58-76,0600-001-001,6,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
39-51-58-76,0600-001-001,7,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,NO,
37-19-01-98,0601-001-001,1,NO,,,,,,,,,,,,,,
37-19-01-98,0601-001-001,2,NO,,,,,,,,,,,,,,
37-19-01-98,0601-001-001,3,NO,,,,,,,,,,,,,,
37-19-01-98,0601-001-001,4,NO,,,,,,,,,,,,,,
37-19-01-98,0601-001-001,5,NO,,,,,,,,,,,,,,
25-56-28-11,0602-001-001,1,NO,,,,,,,,,,,,,,
25-56-28-11,0602-001-001,2,NO,,,,,,,,,,,,,,
25-56-28-11,0602-001-001,4,NO,,,,,,,,,,,,,,
25-56-28-11,0602-001-001,5,YES,NO,,NO,,NO,,NO,,NO,,NO,,NO,
25-56-28-11,0602-001-001,6,NO,,,,,,,,,,,,,,
25-56-28-11,0602-001-001,7,NO,,,,,,,,,,,,,,
61-13-18-51,0603-001-002,1,NO,,,,,,,,,,,,,,
98-16-55-70,0604-001-001,1,YES,YES,21000,NO,,NO,,YES,4500,NO,,NO,,NO,
98-16-55-70,0604-001-001,2,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
98-16-55-70,0604-001-001,3,YES,YES,14000,NO,,NO,,NO,,NO,,NO,,NO,
98-16-55-70,0604-001-001,4,YES,YES,14000,NO,,NO,,NO,,NO,,NO,,NO,
84-29-07-25,0605-001-001,1,YES,YES,14000,NO,,NO,,NO,,NO,,NO,,NO,
84-29-07-25,0605-001-001,2,YES,YES,7000,NO,,NO,,NO,,NO,,NO,,NO,
84-29-07-25,0605-001-001,3,YES,YES,14000,NO,,NO,,NO,,NO,,NO,,NO,
84-29-07-25,0605-001-001,4,YES,YES,7000,NO,,NO,,NO,,NO,,NO,,NO,
84-29-07-25,0605-001-001,5,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
59-14-73-55,0606-001-001,1,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,2,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,3,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,4,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,5,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,6,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,7,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,8,NO,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,9,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,1,YES,YES,9000,NO,,NO,,NO,,YES,1500,NO,,NO,
51-08-90-35,0607-001-001,2,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,4,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,5,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,6,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,7,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,8,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,9,YES,YES,,,,,,,,,,,,,
51-08-90-35,0607-001-001,11,NO,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,13,NO,,,,,,,,,,,,,,
94-70-48-92,0607-001-010,1,NO,,,,,,,,,,,,,,
94-70-48-92,0607-001-010,2,NO,,,,,,,,,,,,,,
94-70-48-92,0607-001-010,3,NO,,,,,,,,,,,,,,
94-70-48-92,0607-001-010,4,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,1,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,2,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,3,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,4,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,5,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,6,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,7,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,8,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,9,NO,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,10,,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,1,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,2,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,3,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,4,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,5,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,8,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,9,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,10,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,11,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,12,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,13,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,14,NO,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,15,NO,,,,,,,,,,,,,,
08-01-84-64,0608-001-006,1,NO,,,,,,,,,,,,,,
08-01-84-64,0608-001-006,2,NO,,,,,,,,,,,,,,
08-01-84-64,0608-001-006,3,NO,,,,,,,,,,,,,,
08-01-84-64,0608-001-006,4,NO,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,1,NO,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,2,NO,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,3,NO,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,4,NO,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,5,NO,,,,,,,,,,,,,,
34-57-76-92,0609-001-002,2,NO,,,,,,,,,,,,,,
22-33-98-93,0610-001-001,1,YES,YES,7000,YES,2000,NO,,NO,,YES,2000,NO,,NO,
22-33-98-93,0610-001-001,2,NO,,,,,,,,,,,,,,
22-33-98-93,0610-001-001,6,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,1,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,2,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,3,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,4,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,5,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,6,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,7,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,8,NO,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,9,NO,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,1,NO,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,2,NO,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,3,NO,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,5,NO,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,7,NO,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,8,NO,,,,,,,,,,,,,,
